"year","month","region","mean_del","n_all","n_del","p","dt.str","date"
2005,6,"Hawaii",0.44520542481519,15592,226,0.0144946126218574,"2005-6-1",2005-06-01
2005,6,"Northeast",0.851639741758454,62703,717,0.0114348595760968,"2005-6-1",2005-06-01
2005,6,"NorthRockies",0.773920348240982,91091,2848,0.0312654378588445,"2005-6-1",2005-06-01
2005,6,"Northwest",1.38835473467854,9795,73,0.0074527820316488,"2005-6-1",2005-06-01
2005,6,"South",0.636310838194908,55522,551,0.00992399409243183,"2005-6-1",2005-06-01
2005,6,"Southeast",0.59872576121119,116245,1435,0.012344616972773,"2005-6-1",2005-06-01
2005,6,"Southwest",0.773016961775654,26230,605,0.0230651925276401,"2005-6-1",2005-06-01
2005,6,"UpperMidwest",0.435184033427093,87432,1450,0.0165843169548907,"2005-6-1",2005-06-01
2005,6,"West",0.860680583759552,66614,1489,0.0223526586002942,"2005-6-1",2005-06-01
2005,6,NA,0.739024490964607,4279,50,0.0116849731245618,"2005-6-1",2005-06-01
2005,7,"Alaska",0.764491295041185,27362,468,0.0171040128645567,"2005-7-1",2005-07-01
2005,7,"Central",0.791316541499358,48259,1061,0.0219855363766344,"2005-7-1",2005-07-01
2005,7,"Hawaii",0.618738036557938,15973,292,0.0182808489325737,"2005-7-1",2005-07-01
2005,7,"Northeast",0.912971535088878,64848,858,0.0132309400444115,"2005-7-1",2005-07-01
2005,7,"NorthRockies",1.07227487927129,94924,5221,0.0550018962538452,"2005-7-1",2005-07-01
2005,7,"Northwest",1.02852918478199,10159,122,0.0120090560094497,"2005-7-1",2005-07-01
2005,7,"South",0.838633003752637,56966,2104,0.0369343116946951,"2005-7-1",2005-07-01
2005,7,"Southeast",0.80237338368772,119466,1879,0.0157283243768101,"2005-7-1",2005-07-01
2005,7,"Southwest",0.587561214034892,27070,519,0.0191725157000369,"2005-7-1",2005-07-01
2005,7,"UpperMidwest",0.623899624505631,90591,1782,0.0196708282279697,"2005-7-1",2005-07-01
2005,7,"West",1.06857052912828,67935,2759,0.0406123500404799,"2005-7-1",2005-07-01
2005,7,NA,0.715853144108104,4408,63,0.0142921960072595,"2005-7-1",2005-07-01
2005,8,"Alaska",0.92746074028076,27465,349,0.0127070817403969,"2005-8-1",2005-08-01
2005,8,"Central",0.589722765996982,48158,1061,0.0220316458324681,"2005-8-1",2005-08-01
2005,8,"Hawaii",0.391850900768447,16107,134,0.00831936425156764,"2005-8-1",2005-08-01
2005,8,"Northeast",0.861294754341643,65028,685,0.0105339238481885,"2005-8-1",2005-08-01
2005,8,"NorthRockies",0.981153330839598,95061,3297,0.034682993025531,"2005-8-1",2005-08-01
2005,8,"Northwest",0.7669760663489,10226,88,0.00860551535302171,"2005-8-1",2005-08-01
2005,8,"South",0.680027267386309,57142,1111,0.0194427916418746,"2005-8-1",2005-08-01
2005,8,"Southeast",0.537051600301271,120145,1036,0.00862291397894211,"2005-8-1",2005-08-01
2005,8,"Southwest",0.545155817622621,27363,388,0.0141797317545591,"2005-8-1",2005-08-01
2005,8,"UpperMidwest",0.526599317805207,91266,1381,0.0151315933644512,"2005-8-1",2005-08-01
2005,8,"West",0.989593992556311,68533,2382,0.0347569783899727,"2005-8-1",2005-08-01
2005,8,NA,0.63558775938397,4410,45,0.0102040816326531,"2005-8-1",2005-08-01
2005,9,"Alaska",0.442773025102935,25113,154,0.00613228208497591,"2005-9-1",2005-09-01
2005,9,"Central",0.373310608703379,40267,698,0.0173342935902848,"2005-9-1",2005-09-01
2005,9,"Hawaii",0.243784599918579,15169,53,0.00349396796097304,"2005-9-1",2005-09-01
2005,9,"Northeast",0.200596955550727,60010,288,0.00479920013331111,"2005-9-1",2005-09-01
2005,9,"NorthRockies",0.541524436336597,86420,1088,0.0125896783152048,"2005-9-1",2005-09-01
2005,9,"Northwest",0.173321999171046,9102,35,0.0038453087233575,"2005-9-1",2005-09-01
2005,9,"South",0.369431020872079,51326,579,0.011280832326696,"2005-9-1",2005-09-01
2005,9,"Southeast",0.181955895989634,112130,683,0.00609114420761616,"2005-9-1",2005-09-01
2005,9,"Southwest",0.210162170255967,24316,235,0.0096644184898832,"2005-9-1",2005-09-01
2005,9,"UpperMidwest",0.233164730632938,84861,537,0.00632799519213773,"2005-9-1",2005-09-01
2005,9,"West",0.265525810175335,61588,460,0.0074689874650906,"2005-9-1",2005-09-01
2005,9,NA,0.383897668301018,3951,17,0.00430270817514553,"2005-9-1",2005-09-01
2005,10,"Alaska",0.416914740815022,25575,126,0.0049266862170088,"2005-10-1",2005-10-01
2005,10,"Central",0.853183695169755,40548,519,0.0127996448653448,"2005-10-1",2005-10-01
2005,10,"Hawaii",0.500328202559441,15787,91,0.00576423639703554,"2005-10-1",2005-10-01
2005,10,"Northeast",0.450533198976195,61984,269,0.00433982963345379,"2005-10-1",2005-10-01
2005,10,"NorthRockies",0.508398129612631,88101,1336,0.0151644135707881,"2005-10-1",2005-10-01
2005,10,"Northwest",0.397665942901862,9144,44,0.00481189851268591,"2005-10-1",2005-10-01
2005,10,"South",0.413648860085783,52425,371,0.00707677634716261,"2005-10-1",2005-10-01
2005,10,"Southeast",0.375193893698943,117371,694,0.0059128745601554,"2005-10-1",2005-10-01
2005,10,"Southwest",0.380744084069566,25992,487,0.0187365343182518,"2005-10-1",2005-10-01
2005,10,"UpperMidwest",0.342403143659281,88027,1060,0.0120417599145717,"2005-10-1",2005-10-01
2005,10,"West",0.761544942428299,63672,1460,0.0229300163337103,"2005-10-1",2005-10-01
2005,10,NA,0.303029448107939,4086,20,0.0048947626040137,"2005-10-1",2005-10-01
2005,11,"Alaska",0.453472692209669,23825,232,0.00973767051416579,"2005-11-1",2005-11-01
2005,11,"Central",0.604831599175489,39666,445,0.0112186759441335,"2005-11-1",2005-11-01
2005,11,"Hawaii",0.575781411215382,14955,146,0.00976262119692411,"2005-11-1",2005-11-01
2005,11,"Northeast",0.423881483362451,59530,331,0.00556022173693936,"2005-11-1",2005-11-01
2005,11,"NorthRockies",0.728410104252179,84313,1357,0.0160947896528412,"2005-11-1",2005-11-01
2005,11,"Northwest",1.46477230361709,8340,60,0.00719424460431655,"2005-11-1",2005-11-01
2005,11,"South",0.572416819778375,48606,473,0.00973130889190635,"2005-11-1",2005-11-01
2005,11,"Southeast",0.541337503568682,111958,1210,0.0108076242876793,"2005-11-1",2005-11-01
2005,11,"Southwest",1.06622671354632,25774,318,0.0123380150539303,"2005-11-1",2005-11-01
2005,11,"UpperMidwest",0.393631978572538,84817,781,0.00920805970501197,"2005-11-1",2005-11-01
2005,11,"West",0.830750940040998,60734,917,0.0150986267988277,"2005-11-1",2005-11-01
2005,11,NA,0.416938530167643,3620,43,0.011878453038674,"2005-11-1",2005-11-01
2005,12,"Alaska",1.10064786428432,23217,350,0.015075160442779,"2005-12-1",2005-12-01
2005,12,"Central",0.735095110704399,41177,625,0.0151783762780193,"2005-12-1",2005-12-01
2005,12,"Hawaii",1.02960331817961,15362,199,0.0129540424423903,"2005-12-1",2005-12-01
2005,12,"Northeast",0.590287923309693,59395,621,0.0104554255408704,"2005-12-1",2005-12-01
2005,12,"NorthRockies",1.06414302676021,82014,2079,0.0253493306020923,"2005-12-1",2005-12-01
2005,12,"Northwest",0.64769262880064,8579,79,0.00920853246299102,"2005-12-1",2005-12-01
2005,12,"South",1.27025908336929,50264,928,0.0184625179054592,"2005-12-1",2005-12-01
2005,12,"Southeast",0.837559915989484,113716,2389,0.0210084772591368,"2005-12-1",2005-12-01
2005,12,"Southwest",1.10436600116585,26840,501,0.0186661698956781,"2005-12-1",2005-12-01
2005,12,"UpperMidwest",0.637263521983491,86534,1373,0.0158665957889385,"2005-12-1",2005-12-01
2005,12,"West",0.924507081807735,61618,2092,0.0339511181797527,"2005-12-1",2005-12-01
2005,12,NA,1.03318563902058,3627,82,0.0226082161566033,"2005-12-1",2005-12-01
2006,1,"Alaska",0.727695248786827,25122,156,0.00620969668020062,"2006-1-1",2006-01-01
2006,1,"Central",0.646953437391533,41708,428,0.0102618202742879,"2006-1-1",2006-01-01
2006,1,"Hawaii",0.64922596598415,15293,171,0.0111815863466946,"2006-1-1",2006-01-01
2006,1,"Northeast",0.431741557304541,59264,383,0.00646260799136069,"2006-1-1",2006-01-01
2006,1,"NorthRockies",0.692930352197936,83479,1337,0.0160160040249644,"2006-1-1",2006-01-01
2006,1,"Northwest",0.591923828733534,8338,64,0.00767570160710002,"2006-1-1",2006-01-01
2006,1,"South",0.714799439848499,49651,708,0.01425953153008,"2006-1-1",2006-01-01
2006,1,"Southeast",0.725632938663148,118206,1511,0.0127827690641761,"2006-1-1",2006-01-01
2006,1,"Southwest",0.740125734133317,27061,405,0.0149661875023096,"2006-1-1",2006-01-01
2006,1,"UpperMidwest",0.859654086824307,87843,1170,0.0133192172398484,"2006-1-1",2006-01-01
2006,1,"West",0.917461346726898,61716,1761,0.0285339296130663,"2006-1-1",2006-01-01
2006,1,NA,0.929902959668314,3606,75,0.0207986688851913,"2006-1-1",2006-01-01
2006,2,"Alaska",0.482191325531006,22751,181,0.00795569425519757,"2006-2-1",2006-02-01
2006,2,"Central",0.785335033345481,38236,548,0.0143320431007428,"2006-2-1",2006-02-01
2006,2,"Hawaii",0.784819020248839,13738,134,0.00975396709855874,"2006-2-1",2006-02-01
2006,2,"Northeast",0.598562845650557,54155,512,0.00945434401255655,"2006-2-1",2006-02-01
2006,2,"NorthRockies",0.737248592320158,75734,2352,0.0310560646473182,"2006-2-1",2006-02-01
2006,2,"Northwest",2.24612146885695,7599,70,0.00921173838662982,"2006-2-1",2006-02-01
2006,2,"South",0.51024691757685,46016,677,0.0147122739916551,"2006-2-1",2006-02-01
2006,2,"Southeast",1.18941631640547,108091,1417,0.0131093245506101,"2006-2-1",2006-02-01
2006,2,"Southwest",0.37562097587158,24816,358,0.0144261766602192,"2006-2-1",2006-02-01
2006,2,"UpperMidwest",0.533332496607344,80273,1063,0.0132423106150262,"2006-2-1",2006-02-01
2006,2,"West",0.723881189912687,56624,1455,0.0256958180276914,"2006-2-1",2006-02-01
2006,2,NA,0.868054843062175,3214,68,0.0211574362165526,"2006-2-1",2006-02-01
2006,3,"Alaska",0.502339570681913,26157,161,0.00615514011545667,"2006-3-1",2006-03-01
2006,3,"Central",0.711081612452342,43725,686,0.0156889651229274,"2006-3-1",2006-03-01
2006,3,"Hawaii",0.841549637947551,15559,109,0.00700559161899865,"2006-3-1",2006-03-01
2006,3,"Northeast",0.522347745812683,61505,542,0.00881229168360296,"2006-3-1",2006-03-01
2006,3,"NorthRockies",0.924983583314469,85623,2361,0.0275743667005361,"2006-3-1",2006-03-01
2006,3,"Northwest",0.292733825383351,8731,54,0.00618485854999427,"2006-3-1",2006-03-01
2006,3,"South",0.942104889841719,53058,1123,0.0211655169814166,"2006-3-1",2006-03-01
2006,3,"Southeast",0.518338151807537,122440,1574,0.0128552760535773,"2006-3-1",2006-03-01
2006,3,"Southwest",0.762423213212336,28810,309,0.0107254425546685,"2006-3-1",2006-03-01
2006,3,"UpperMidwest",0.427938775308028,91536,910,0.00994144380353085,"2006-3-1",2006-03-01
2006,3,"West",0.611481954447154,64386,1053,0.0163544870002796,"2006-3-1",2006-03-01
2006,3,NA,0.714681395752672,3687,64,0.0173582858692704,"2006-3-1",2006-03-01
2006,4,"Alaska",0.54016425808913,25152,247,0.00982029262086514,"2006-4-1",2006-04-01
2006,4,"Central",0.426207407098869,42928,493,0.011484345881476,"2006-4-1",2006-04-01
2006,4,"Hawaii",0.337732513796828,15068,99,0.00657021502521901,"2006-4-1",2006-04-01
2006,4,"Northeast",0.338982877417902,59335,301,0.00507289121092104,"2006-4-1",2006-04-01
2006,4,"NorthRockies",0.399526146621122,82386,1640,0.0199062947588182,"2006-4-1",2006-04-01
2006,4,"Northwest",0.674422726273325,8357,51,0.00610266842168242,"2006-4-1",2006-04-01
2006,4,"South",0.675166095539888,52178,986,0.0188968530798421,"2006-4-1",2006-04-01
2006,4,"Southeast",0.441384876242648,118328,1032,0.00872151984314786,"2006-4-1",2006-04-01
2006,4,"Southwest",0.338903384733435,27007,239,0.00884955752212389,"2006-4-1",2006-04-01
2006,4,"UpperMidwest",0.517365414187393,89132,885,0.00992909392810663,"2006-4-1",2006-04-01
2006,4,"West",1.11430504164532,61964,1106,0.017849073655671,"2006-4-1",2006-04-01
2006,4,NA,0.248863742078489,3516,42,0.0119453924914676,"2006-4-1",2006-04-01
2006,5,"Alaska",0.256971194453734,25737,234,0.00909196876092785,"2006-5-1",2006-05-01
2006,5,"Central",0.443588603614119,44784,656,0.0146480886030725,"2006-5-1",2006-05-01
2006,5,"Hawaii",0.186842353887829,15670,95,0.00606253988513082,"2006-5-1",2006-05-01
2006,5,"Northeast",0.451927752368227,60588,224,0.00369710173631742,"2006-5-1",2006-05-01
2006,5,"NorthRockies",0.648605451108829,86100,1758,0.020418118466899,"2006-5-1",2006-05-01
2006,5,"Northwest",0.997914980785393,8878,59,0.00664564091011489,"2006-5-1",2006-05-01
2006,5,"South",0.556099571003732,54061,1451,0.0268400510534396,"2006-5-1",2006-05-01
2006,5,"Southeast",0.305067849886027,121431,1141,0.00939628266258204,"2006-5-1",2006-05-01
2006,5,"Southwest",0.649655447802309,26417,279,0.0105613809289473,"2006-5-1",2006-05-01
2006,5,"UpperMidwest",0.543707160902233,91567,1026,0.0112049100658534,"2006-5-1",2006-05-01
2006,5,"West",0.919494345665684,64134,1516,0.0236380079209156,"2006-5-1",2006-05-01
2006,5,NA,0.565498362529876,3552,50,0.0140765765765766,"2006-5-1",2006-05-01
2006,6,"Alaska",0.583671563524953,24952,520,0.0208400128246233,"2006-6-1",2006-06-01
2006,6,"Central",0.769579209796075,44936,925,0.0205848317607264,"2006-6-1",2006-06-01
2006,6,"Hawaii",0.712877493018178,15696,382,0.0243374108053007,"2006-6-1",2006-06-01
2006,6,"Northeast",0.636686453288381,60149,475,0.00789705564514788,"2006-6-1",2006-06-01
2006,6,"NorthRockies",1.10653682845316,84643,1973,0.023309665300143,"2006-6-1",2006-06-01
2006,6,"Northwest",0.853776038907124,9302,89,0.0095678348742206,"2006-6-1",2006-06-01
2006,6,"South",0.811819352130929,54650,1979,0.0362122598353156,"2006-6-1",2006-06-01
2006,6,"Southeast",0.792145129432136,119267,1384,0.0116042157512137,"2006-6-1",2006-06-01
2006,6,"Southwest",0.933294719145177,26031,532,0.0204371710652683,"2006-6-1",2006-06-01
2006,6,"UpperMidwest",0.946465893901641,91050,1611,0.0176935749588138,"2006-6-1",2006-06-01
2006,6,"West",1.06212896473262,63914,2697,0.0421973276590418,"2006-6-1",2006-06-01
2006,6,NA,0.708517417244187,3725,72,0.0193288590604027,"2006-6-1",2006-06-01
2006,7,"Alaska",0.529079965567339,25842,365,0.0141242937853107,"2006-7-1",2006-07-01
2006,7,"Central",0.58708388142534,46821,885,0.018901774844621,"2006-7-1",2006-07-01
2006,7,"Hawaii",0.56526531044927,16400,248,0.0151219512195122,"2006-7-1",2006-07-01
2006,7,"Northeast",0.415790293988331,62485,654,0.0104665119628711,"2006-7-1",2006-07-01
2006,7,"NorthRockies",0.597028392951115,87229,1611,0.018468628552431,"2006-7-1",2006-07-01
2006,7,"Northwest",0.667078186359299,9707,116,0.0119501390748944,"2006-7-1",2006-07-01
2006,7,"South",0.710094501169033,57699,1811,0.0313870257716772,"2006-7-1",2006-07-01
2006,7,"Southeast",0.603096964037204,123216,1572,0.0127580833657966,"2006-7-1",2006-07-01
2006,7,"Southwest",0.732431881416941,26577,661,0.0248711291718403,"2006-7-1",2006-07-01
2006,7,"UpperMidwest",0.688198183778619,94907,1870,0.019703499215021,"2006-7-1",2006-07-01
2006,7,"West",0.869724924338899,66428,2073,0.031206720057807,"2006-7-1",2006-07-01
2006,7,NA,0.574252438197105,3933,52,0.0132214594457157,"2006-7-1",2006-07-01
2006,8,"Alaska",0.556786906286601,26202,382,0.0145790397679566,"2006-8-1",2006-08-01
2006,8,"Central",0.81926490733818,47058,820,0.0174253049428365,"2006-8-1",2006-08-01
2006,8,"Hawaii",0.56450001434203,16643,150,0.00901279817340624,"2006-8-1",2006-08-01
2006,8,"Northeast",0.685100027553792,63048,513,0.00813665778454511,"2006-8-1",2006-08-01
2006,8,"NorthRockies",1.03674064072603,88871,2133,0.0240010802173937,"2006-8-1",2006-08-01
2006,8,"Northwest",0.752696953672584,9767,89,0.0091123169857684,"2006-8-1",2006-08-01
2006,8,"South",0.570122257184908,57989,839,0.0144682612219559,"2006-8-1",2006-08-01
2006,8,"Southeast",0.596829003469355,124828,1367,0.0109510686704906,"2006-8-1",2006-08-01
2006,8,"Southwest",0.601337371401803,26961,514,0.0190645747561292,"2006-8-1",2006-08-01
2006,8,"UpperMidwest",0.549839366869695,96032,1121,0.0116731922692436,"2006-8-1",2006-08-01
2006,8,"West",0.863898826348925,67457,2078,0.0308048089894303,"2006-8-1",2006-08-01
2006,8,NA,0.69081019435978,3876,53,0.0136738906088751,"2006-8-1",2006-08-01
2006,9,"Alaska",0.916063918656267,24874,216,0.00868376618155504,"2006-9-1",2006-09-01
2006,9,"Central",0.729553039507378,44035,682,0.0154876802543431,"2006-9-1",2006-09-01
2006,9,"Hawaii",0.546638468182662,15615,176,0.0112712135766891,"2006-9-1",2006-09-01
2006,9,"Northeast",0.794072937239878,58172,422,0.00725434917142268,"2006-9-1",2006-09-01
2006,9,"NorthRockies",1.25835126978,83560,2099,0.0251196744853997,"2006-9-1",2006-09-01
2006,9,"Northwest",2.09289508644972,8420,82,0.00973871733966746,"2006-9-1",2006-09-01
2006,9,"South",1.26951278751167,53032,601,0.0113327802081762,"2006-9-1",2006-09-01
2006,9,"Southeast",0.716293441790213,117176,1110,0.00947292961015908,"2006-9-1",2006-09-01
2006,9,"Southwest",0.819079289035322,24489,342,0.013965453877251,"2006-9-1",2006-09-01
2006,9,"UpperMidwest",0.733628541780803,89617,1102,0.0122967740495665,"2006-9-1",2006-09-01
2006,9,"West",0.998748228837304,62445,1816,0.0290815918007847,"2006-9-1",2006-09-01
2006,9,NA,0.833358882968307,3502,45,0.0128498001142204,"2006-9-1",2006-09-01
2006,10,"Alaska",0.585901281816495,26514,272,0.010258731236328,"2006-10-1",2006-10-01
2006,10,"Central",0.670839730409881,45717,467,0.0102150184832776,"2006-10-1",2006-10-01
2006,10,"Hawaii",0.751566366744295,16346,177,0.0108283372078796,"2006-10-1",2006-10-01
2006,10,"Northeast",0.734409889731636,60254,325,0.00539383277458758,"2006-10-1",2006-10-01
2006,10,"NorthRockies",1.14303036764236,86535,2221,0.0256659155255099,"2006-10-1",2006-10-01
2006,10,"Northwest",1.27849915645028,8421,92,0.0109250682816768,"2006-10-1",2006-10-01
2006,10,"South",1.06000980115656,56213,1818,0.0323412733709284,"2006-10-1",2006-10-01
2006,10,"Southeast",0.787211031309612,122320,1445,0.0118132766514061,"2006-10-1",2006-10-01
2006,10,"Southwest",1.37650146410107,26074,376,0.0144204955127713,"2006-10-1",2006-10-01
2006,10,"UpperMidwest",1.04689956582383,94055,1307,0.0138961246079422,"2006-10-1",2006-10-01
2006,10,"West",1.35384187817849,65684,1842,0.0280433591133305,"2006-10-1",2006-10-01
2006,10,NA,0.7378598413678,3585,38,0.0105997210599721,"2006-10-1",2006-10-01
2006,11,"Alaska",0.835905454545466,25373,221,0.00871004611200883,"2006-11-1",2006-11-01
2006,11,"Central",0.817050424638628,44140,543,0.012301767104667,"2006-11-1",2006-11-01
2006,11,"Hawaii",0.410276247240348,15408,195,0.0126557632398754,"2006-11-1",2006-11-01
2006,11,"Northeast",0.627585572349125,58257,352,0.00604219235456683,"2006-11-1",2006-11-01
2006,11,"NorthRockies",0.522420768018883,81263,1853,0.0228025054452826,"2006-11-1",2006-11-01
2006,11,"Northwest",1.1004706361814,8017,83,0.0103529998752651,"2006-11-1",2006-11-01
2006,11,"South",0.828342745754206,54498,818,0.0150097251275276,"2006-11-1",2006-11-01
2006,11,"Southeast",0.651729429815108,116858,1274,0.0109021205223434,"2006-11-1",2006-11-01
2006,11,"Southwest",0.858239789413742,25472,315,0.0123665201005025,"2006-11-1",2006-11-01
2006,11,"UpperMidwest",0.664388736868018,90495,1127,0.0124537267252334,"2006-11-1",2006-11-01
2006,11,"West",0.760322047414358,63228,1179,0.0186468020497248,"2006-11-1",2006-11-01
2006,11,NA,0.783880855982423,3188,28,0.00878293601003764,"2006-11-1",2006-11-01
2006,12,"Alaska",0.948805483464173,25879,294,0.0113605626183392,"2006-12-1",2006-12-01
2006,12,"Central",0.967766353965522,45442,711,0.0156463183838739,"2006-12-1",2006-12-01
2006,12,"Hawaii",0.625289761363718,15557,187,0.0120203123995629,"2006-12-1",2006-12-01
2006,12,"Northeast",0.837894977485403,61328,696,0.0113488129402557,"2006-12-1",2006-12-01
2006,12,"NorthRockies",1.63736214456479,84065,2974,0.035377386546125,"2006-12-1",2006-12-01
2006,12,"Northwest",1.00931314748392,8405,176,0.0209399167162403,"2006-12-1",2006-12-01
2006,12,"South",0.78996742971448,56257,1196,0.0212595765860248,"2006-12-1",2006-12-01
2006,12,"Southeast",0.767865973902261,121167,1877,0.0154910165309036,"2006-12-1",2006-12-01
2006,12,"Southwest",0.86667647791327,27023,302,0.0111756651741109,"2006-12-1",2006-12-01
2006,12,"UpperMidwest",1.06269821606506,93592,1072,0.0114539704248226,"2006-12-1",2006-12-01
2006,12,"West",0.955314610400684,62683,940,0.0149960914442512,"2006-12-1",2006-12-01
2006,12,NA,2.56168174765284,3360,81,0.0241071428571429,"2006-12-1",2006-12-01
2007,1,"Alaska",1.58249865585392,26434,283,0.0107059090565181,"2007-1-1",2007-01-01
2007,1,"Central",0.787797991194661,51633,602,0.0116592101950303,"2007-1-1",2007-01-01
2007,1,"Hawaii",0.718869350511949,15583,212,0.0136045690816916,"2007-1-1",2007-01-01
2007,1,"Northeast",1.38474910629339,62409,846,0.0135557371532952,"2007-1-1",2007-01-01
2007,1,"NorthRockies",1.06065850690502,89315,3431,0.0384146000111963,"2007-1-1",2007-01-01
2007,1,"Northwest",1.61299839699977,8546,154,0.0180201263749122,"2007-1-1",2007-01-01
2007,1,"South",1.12675715299366,57110,1106,0.0193661355279286,"2007-1-1",2007-01-01
2007,1,"Southeast",0.824611602291108,122182,2928,0.0239642500531993,"2007-1-1",2007-01-01
2007,1,"Southwest",1.2987099924696,27479,373,0.013574001965137,"2007-1-1",2007-01-01
2007,1,"UpperMidwest",1.14176227698091,93735,1215,0.0129620739318291,"2007-1-1",2007-01-01
2007,1,"West",1.48864587122007,63240,1447,0.0228810879190386,"2007-1-1",2007-01-01
2007,1,NA,1.76128848611284,3893,87,0.0223478037503211,"2007-1-1",2007-01-01
2007,2,"Alaska",1.77599012064508,23946,530,0.0221331328823186,"2007-2-1",2007-02-01
2007,2,"Central",0.806642615103644,47552,758,0.0159404441453567,"2007-2-1",2007-02-01
2007,2,"Hawaii",0.957241432543672,14055,347,0.0246887228744219,"2007-2-1",2007-02-01
2007,2,"Northeast",1.27479082455785,56603,592,0.0104588096037313,"2007-2-1",2007-02-01
2007,2,"NorthRockies",1.53968349231256,80799,2637,0.032636542531467,"2007-2-1",2007-02-01
2007,2,"Northwest",1.13406548550588,7715,97,0.0125729099157485,"2007-2-1",2007-02-01
2007,2,"South",1.79098926638548,51735,838,0.0161979317676621,"2007-2-1",2007-02-01
2007,2,"Southeast",1.04111297430425,111031,4466,0.040223000783565,"2007-2-1",2007-02-01
2007,2,"Southwest",1.55576910609091,25332,709,0.0279883151744829,"2007-2-1",2007-02-01
2007,2,"UpperMidwest",1.27742005809655,85291,1461,0.0171295916333494,"2007-2-1",2007-02-01
2007,2,"West",1.38137360267734,57935,1054,0.0181928022784155,"2007-2-1",2007-02-01
2007,2,NA,1.8200681985306,3610,65,0.018005540166205,"2007-2-1",2007-02-01
2007,3,"Alaska",0.508940673455418,27230,215,0.00789570326845391,"2007-3-1",2007-03-01
2007,3,"Central",0.717857425469869,53197,538,0.0101133522567062,"2007-3-1",2007-03-01
2007,3,"Hawaii",0.67613165544954,15944,171,0.010725037631711,"2007-3-1",2007-03-01
2007,3,"Northeast",0.674276359373178,64536,323,0.00500495847279038,"2007-3-1",2007-03-01
2007,3,"NorthRockies",1.59984746338131,90809,2065,0.0227400367804953,"2007-3-1",2007-03-01
2007,3,"Northwest",0.65435676744353,8605,62,0.00720511330621732,"2007-3-1",2007-03-01
2007,3,"South",0.754497312115103,58177,1366,0.0234800694432508,"2007-3-1",2007-03-01
2007,3,"Southeast",0.638850904273869,125231,1693,0.0135190168568485,"2007-3-1",2007-03-01
2007,3,"Southwest",0.857599493205099,29060,619,0.0213007570543703,"2007-3-1",2007-03-01
2007,3,"UpperMidwest",0.876348998603617,96399,1140,0.0118258488158591,"2007-3-1",2007-03-01
2007,3,"West",1.00761553404491,65935,832,0.0126184879047547,"2007-3-1",2007-03-01
2007,3,NA,0.903675552703987,4086,67,0.0163974547234459,"2007-3-1",2007-03-01
2007,4,"Alaska",0.555752991055003,26304,292,0.0111009732360097,"2007-4-1",2007-04-01
2007,4,"Central",0.660283682120004,51288,616,0.0120106067696147,"2007-4-1",2007-04-01
2007,4,"Hawaii",1.3478161718962,15592,194,0.0124422780913289,"2007-4-1",2007-04-01
2007,4,"Northeast",0.601171968652439,62127,298,0.00479662626555282,"2007-4-1",2007-04-01
2007,4,"NorthRockies",0.599582549258384,86791,1826,0.0210390478275397,"2007-4-1",2007-04-01
2007,4,"Northwest",0.466624436618615,8379,64,0.00763814297648884,"2007-4-1",2007-04-01
2007,4,"South",0.500752297485738,55093,795,0.0144301453905215,"2007-4-1",2007-04-01
2007,4,"Southeast",0.450617718874711,121175,1202,0.00991953785846916,"2007-4-1",2007-04-01
2007,4,"Southwest",0.616946576329258,27476,444,0.0161595574319406,"2007-4-1",2007-04-01
2007,4,"UpperMidwest",0.628971311418767,93278,1110,0.0118999120907395,"2007-4-1",2007-04-01
2007,4,"West",0.394084865367322,63248,753,0.0119055147988869,"2007-4-1",2007-04-01
2007,4,NA,0.324903085786527,3897,29,0.00744162176032846,"2007-4-1",2007-04-01
2007,5,"Alaska",0.546907246141936,27240,139,0.00510279001468429,"2007-5-1",2007-05-01
2007,5,"Central",0.615525308914905,53268,620,0.0116392580911617,"2007-5-1",2007-05-01
2007,5,"Hawaii",0.427738532952432,16217,174,0.0107294814083986,"2007-5-1",2007-05-01
2007,5,"Northeast",0.600373158924175,62869,301,0.00478773322305111,"2007-5-1",2007-05-01
2007,5,"NorthRockies",0.761966243865353,89909,3056,0.0339899231445128,"2007-5-1",2007-05-01
2007,5,"Northwest",0.678633065618856,9001,80,0.00888790134429508,"2007-5-1",2007-05-01
2007,5,"South",0.815447089565388,55607,1442,0.0259319869800565,"2007-5-1",2007-05-01
2007,5,"Southeast",0.299479365446905,125326,813,0.00648708169095,"2007-5-1",2007-05-01
2007,5,"Southwest",0.436966219278972,27240,169,0.00620411160058737,"2007-5-1",2007-05-01
2007,5,"UpperMidwest",0.771908105610261,96022,910,0.00947699485534565,"2007-5-1",2007-05-01
2007,5,"West",0.654263029496925,64757,754,0.0116435288849082,"2007-5-1",2007-05-01
2007,5,NA,0.405821194263079,4153,41,0.00987238141102817,"2007-5-1",2007-05-01
2007,6,"Alaska",1.21988209960245,26383,500,0.0189515976196793,"2007-6-1",2007-06-01
2007,6,"Central",2.62658554074855,53083,1148,0.0216265094286306,"2007-6-1",2007-06-01
2007,6,"Hawaii",0.861939102499519,16075,441,0.0274339035769829,"2007-6-1",2007-06-01
2007,6,"Northeast",1.21111079398769,64089,745,0.0116244597356801,"2007-6-1",2007-06-01
2007,6,"NorthRockies",1.69715277704554,88598,6065,0.0684552698706517,"2007-6-1",2007-06-01
