"Region","year","month","n_flights","n_delay","prop_delay","strat.size","prop_se","upper","lower"
"Hawaii",2008,3,185,0,0,7848,0,0.0162162162162162,0
"Hawaii",2008,4,224,0,0,8570,0,0.0133928571428571,0
"Hawaii",2008,5,235,0,0,8633,0,0.0127659574468085,0
"Hawaii",2008,6,215,0,0,9488,0,0.013953488372093,0
"Hawaii",2008,7,244,0,0,9656,0,0.0122950819672131,0
"Hawaii",2008,8,224,0,0,9519,0,0.0133928571428571,0
"Hawaii",2008,9,189,0,0,7864,0,0.0158730158730159,0
"Hawaii",2008,10,215,1,0.00465116279069767,8546,0.00459228320528333,0.013652037873053,0
"Hawaii",2008,11,226,1,0.00442477876106195,8824,0.00436774757764162,0.0129855640132395,0
"Hawaii",2008,12,206,3,0.0145631067961165,9385,0.0082745625231913,0.0307812493415714,0
"Hawaii",2009,1,237,0,0,9480,0,0.0126582278481013,0
"Hawaii",2009,2,223,0,0,8549,0,0.0134529147982063,0
"Hawaii",2009,3,246,0,0,9560,0,0.0121951219512195,0
"Hawaii",2009,4,200,0,0,9058,0,0.015,0
"Hawaii",2009,5,270,0,0,9406,0,0.0111111111111111,0
"Hawaii",2009,6,238,0,0,9544,0,0.0126050420168067,0
"Hawaii",2009,7,276,0,0,10326,0,0.0108695652173913,0
"Hawaii",2009,8,244,0,0,10053,0,0.0122950819672131,0
"Hawaii",2009,9,211,0,0,8558,0,0.014218009478673,0
"Hawaii",2009,10,217,0,0,9080,0,0.0138248847926267,0
"Hawaii",2009,11,222,0,0,8545,0,0.0135135135135135,0
"Hawaii",2009,12,226,0,0,9006,0,0.0132743362831858,0
"Hawaii",2010,1,212,0,0,8682,0,0.0141509433962264,0
"Hawaii",2010,2,196,0,0,7752,0,0.0153061224489796,0
"Hawaii",2010,3,222,0,0,8689,0,0.0135135135135135,0
"Hawaii",2010,4,209,0,0,8336,0,0.0143540669856459,0
"Hawaii",2010,5,209,0,0,8509,0,0.0143540669856459,0
"Hawaii",2010,6,255,0,0,9259,0,0.0117647058823529,0
"Hawaii",2010,7,248,0,0,9952,0,0.0120967741935484,0
"Hawaii",2010,8,263,0,0,9756,0,0.0114068441064639,0
"Hawaii",2010,9,192,0,0,8259,0,0.015625,0
"Hawaii",2010,10,212,0,0,8538,0,0.0141509433962264,0
"Hawaii",2010,11,187,0,0,8263,0,0.0160427807486631,0
"Hawaii",2010,12,228,2,0.0087719298245614,8767,0.0061080058637209,0.0207436213174544,0
"Hawaii",2011,1,204,0,0,8606,0,0.0147058823529412,0
"Hawaii",2011,2,198,0,0,7768,0,0.0151515151515152,0
"Hawaii",2011,3,205,0,0,8893,0,0.0146341463414634,0
"Hawaii",2011,4,206,0,0,8534,0,0.0145631067961165,0
"Hawaii",2011,5,234,1,0.00427350427350427,8512,0.0042143543221412,0.012533638744901,0
"Hawaii",2011,6,205,0,0,8753,0,0.0146341463414634,0
"Hawaii",2011,7,266,0,0,9390,0,0.0112781954887218,0
"Hawaii",2011,8,212,3,0.0141509433962264,8920,0.00803403029098194,0.029897642766551,0
"Hawaii",2011,9,207,0,0,8034,0,0.0144927536231884,0
"Hawaii",2011,10,196,0,0,8208,0,0.0153061224489796,0
"Hawaii",2011,11,187,0,0,7940,0,0.0160427807486631,0
"Hawaii",2011,12,206,0,0,8383,0,0.0145631067961165,0
"Hawaii",2012,1,211,0,0,8881,0,0.014218009478673,0
"Hawaii",2012,2,226,0,0,8478,0,0.0132743362831858,0
"Hawaii",2012,3,225,0,0,9374,0,0.0133333333333333,0
"Hawaii",2012,4,216,0,0,9165,0,0.0138888888888889,0
"Hawaii",2012,5,245,0,0,9316,0,0.0122448979591837,0
"Hawaii",2012,6,254,0,0,9741,0,0.0118110236220472,0
"Hawaii",2012,7,285,0,0,10323,0,0.0105263157894737,0
"Hawaii",2012,8,243,0,0,10108,0,0.0123456790123457,0
"Hawaii",2012,9,223,0,0,8824,0,0.0134529147982063,0
"Hawaii",2012,10,218,0,0,9144,0,0.0137614678899083,0
"Hawaii",2012,11,253,0,0,9053,0,0.0118577075098814,0
"Hawaii",2012,12,250,0,0,9375,0,0.012,0
"Hawaii",2013,1,242,1,0.00413223140495868,9109,0.00407697114026643,0.0121230948398809,0
"Hawaii",2013,2,184,0,0,8167,0,0.016304347826087,0
"Hawaii",2013,3,243,0,0,9463,0,0.0123456790123457,0
"Hawaii",2013,4,245,0,0,8993,0,0.0122448979591837,0
"Hawaii",2013,5,233,0,0,9117,0,0.0128755364806867,0
"Hawaii",2013,6,245,0,0,9470,0,0.0122448979591837,0
"Hawaii",2013,7,280,1,0.00357142857142857,9902,0.00352057162179762,0.0104717489501519,0
"Hawaii",2013,8,255,0,0,9607,0,0.0117647058823529,0
"Hawaii",2013,9,218,0,0,8330,0,0.0137614678899083,0
"Hawaii",2013,10,221,0,0,8480,0,0.0135746606334842,0
"Hawaii",2013,11,191,0,0,8527,0,0.0157068062827225,0
"Hawaii",2013,12,236,3,0.0127118644067797,8982,0.00721125519624821,0.0268459245914262,0
"Northeast",2003,6,1922,22,0.0114464099895942,76598,0.00239636453452831,0.0161432844772697,0.00674953550191868
"Northeast",2003,7,2013,31,0.0153999006458023,79899,0.00271040342320823,0.0207122913552904,0.0100875099363142
"Northeast",2003,8,2023,34,0.0168067226890756,79529,0.00282211880638137,0.0223380755495831,0.0112753698285681
"Northeast",2003,9,1935,17,0.00878552971576227,74920,0.00209438963398399,0.0128905333983709,0.00468052603315365
"Northeast",2003,10,1957,4,0.00204394481349004,78898,0.00100844399104964,0.00402049503594733,6.7394591032742e-05
"Northeast",2003,11,1822,14,0.00768386388583974,74547,0.0020210947080476,0.011645209513613,0.00372251825806644
"Northeast",2003,12,1930,48,0.0248704663212435,77633,0.00350138902406108,0.0317331888084032,0.0180077438340838
"Northeast",2004,1,2039,66,0.032368808239333,82581,0.00387157191578323,0.0399570891942681,0.0247805272843979
"Northeast",2004,2,1978,30,0.0151668351870576,78755,0.00271395087955231,0.0204861789109802,0.0098474914631351
"Northeast",2004,3,2109,34,0.0161213845424372,85824,0.00270915523511834,0.0214313288032691,0.0108114402816052
"Northeast",2004,4,2073,20,0.00964785335262904,84281,0.00212083799993517,0.013804695832502,0.0054910108727561
"Northeast",2004,5,2055,42,0.0204379562043796,85937,0.00308445743091885,0.0264834927689805,0.0143924196397786
"Northeast",2004,6,2176,35,0.0160845588235294,86221,0.00266319671921676,0.0213044243931943,0.0108646932538646
"Northeast",2004,7,2275,55,0.0241758241758242,91175,0.00318049117815468,0.0304095868850074,0.017942061466641
"Northeast",2004,8,2302,47,0.0204170286707211,92849,0.00291143427894886,0.0261234398574609,0.0147106174839814
"Northeast",2004,9,2212,22,0.00994575045207957,86956,0.00208333258492732,0.0140290823185371,0.00586241858562201
"Northeast",2004,10,2293,30,0.0130832969908417,91775,0.00234367392145632,0.0176768978768961,0.00848969610478732
"Northeast",2004,11,2079,21,0.0101010101010101,86860,0.00216717721755108,0.0143486774474102,0.00585334275460998
"Northeast",2004,12,2208,69,0.03125,88903,0.00365736680913737,0.0384184389459093,0.0240815610540907
"Northeast",2005,1,2138,68,0.0318054256314312,86558,0.00374885579052803,0.0391531829808662,0.0244576682819963
"Northeast",2005,2,2032,45,0.0221456692913386,79328,0.00322323360764124,0.0284632071623154,0.0158281314203617
"Northeast",2005,3,2258,58,0.0256864481842338,89751,0.00328777906702149,0.0321304951555959,0.0192424012128717
"Northeast",2005,4,2223,15,0.0067476383265857,87323,0.00171448673890067,0.010108032334831,0.00338724431834039
"Northeast",2005,5,2302,12,0.0052128583840139,89813,0.00148185755013315,0.00811729918227487,0.00230841758575293
"Northeast",2005,6,2199,46,0.020918599363347,88066,0.00301419168068557,0.0268264150574907,0.0150107836692033
"Northeast",2005,7,2307,70,0.0303424360641526,90157,0.00352594816114725,0.0372532944600012,0.023431577668304
"Northeast",2005,8,2236,27,0.0120751341681574,91136,0.00228178686554202,0.0165474364246198,0.00760283191169506
"Northeast",2005,9,2092,11,0.00525812619502868,83298,0.00156160236644053,0.00831886683325211,0.00219738555680525
"Northeast",2005,10,2128,37,0.0173872180451128,86493,0.00279906629606542,0.022873387985401,0.0119010481048246
"Northeast",2005,11,2084,32,0.0153550863723608,81722,0.00265957349903189,0.0205678504304633,0.0101423223142583
"Northeast",2005,12,2202,65,0.0295186194368756,82429,0.00355919566826369,0.0364946429466724,0.0225425959270787
"Northeast",2006,1,2079,49,0.0235690235690236,80959,0.00328488130437311,0.0300073909255949,0.0171306562124523
"Northeast",2006,2,1822,33,0.0181119648737651,74250,0.00308648245197639,0.0241614704796388,0.0120624592678914
"Northeast",2006,3,2140,13,0.00607476635514019,84991,0.0016588177094483,0.00932604906565886,0.00282348364462151
"Northeast",2006,4,2116,25,0.0118147448015123,81940,0.00231896895723606,0.016359923957695,0.00726956564532962
"Northeast",2006,5,2090,31,0.0148325358851675,83320,0.00261142231018568,0.0199509236131314,0.00971414815720354
"Northeast",2006,6,2031,53,0.0260955194485475,82587,0.003494509596302,0.0329447582572994,0.0192462806397956
"Northeast",2006,7,2125,60,0.0282352941176471,86278,0.00354963934407946,0.0351925872320428,0.0212780010032513
"Northeast",2006,8,2111,40,0.0189483657034581,88064,0.00293239114846912,0.0246958523544576,0.0132008790524586
"Northeast",2006,9,2013,32,0.0158966716343766,82486,0.00275419342959959,0.0212948907563917,0.0104984525123614
"Northeast",2006,10,2131,38,0.0178320037541061,87155,0.00283222514230562,0.0233831650330251,0.012280842475187
"Northeast",2006,11,2146,50,0.0232991612301957,83556,0.00321504704471302,0.0296006534378332,0.0169976690225582
"Northeast",2006,12,2124,33,0.0155367231638418,85020,0.00265039567397714,0.020731498684837,0.0103419476428466
"Northeast",2007,1,2183,44,0.0201557489693083,86248,0.00297018645909207,0.0259773144291288,0.0143341835094878
"Northeast",2007,2,1951,78,0.0399794976934905,78738,0.00438120198295171,0.0485666535800759,0.0313923418069052
"Northeast",2007,3,2194,52,0.0237010027347311,89045,0.00320802769198335,0.0299887370110184,0.0174132684584437
"Northeast",2007,4,2208,56,0.0253623188405797,86267,0.00330357882122408,0.0318373333301789,0.0188873043509805
"Northeast",2007,5,2190,27,0.0123287671232877,87058,0.00232868522201973,0.0168929901584463,0.007764544088129
"Northeast",2007,6,2115,46,0.0217494089834515,85700,0.00313306972791335,0.0278902256501617,0.0156085923167414
"Northeast",2007,7,2265,60,0.0264900662251656,88158,0.00333135968569213,0.0330195312091221,0.019960601241209
"Northeast",2007,8,2207,59,0.0267331218849116,89392,0.00339163896517847,0.0333807342566614,0.0200855095131619
"Northeast",2007,9,2030,11,0.00541871921182266,81421,0.00160932908691352,0.00857300422217316,0.00226443420147216
"Northeast",2007,10,2118,18,0.0084985835694051,85085,0.00197008836846576,0.012359956771598,0.00463721036721221
"Northeast",2007,11,1933,35,0.0181065700982928,80996,0.00299710232088638,0.0239808906472301,0.0122322495493555
"Northeast",2007,12,2048,83,0.04052734375,81088,0.00430305226694824,0.0489613261932186,0.0320933613067814
"Northeast",2008,1,2009,24,0.0119462419113987,80662,0.00239412729786615,0.0166387314152164,0.00725375240758105
"Northeast",2008,2,1968,51,0.0259146341463415,76130,0.00353575099456412,0.0328447060956871,0.0189845621969958
"Northeast",2008,3,2046,25,0.0122189638318671,82536,0.00239910983152713,0.0169212191016602,0.00751670856207389
"Northeast",2008,4,2033,18,0.0088539104771274,80689,0.00205179189152051,0.0128754225845076,0.00483239836974719
"Northeast",2008,5,1925,19,0.00987012987012987,80177,0.00222652616444023,0.0142341211524327,0.00550613858782702
"Northeast",2008,6,2034,67,0.0329400196656834,80589,0.00390812977347985,0.0405999540217039,0.0252800853096629
"Northeast",2008,7,2094,55,0.0262655205348615,84848,0.00345225095758577,0.0330319324117296,0.0194991086579934
"Northeast",2008,8,2064,30,0.0145348837209302,83176,0.00260207814021523,0.0196349568757521,0.00943481056610839
"Northeast",2008,9,1848,20,0.0108225108225108,72789,0.0023767497423562,0.015480940317529,0.00616408132749268
"Northeast",2008,10,1862,7,0.0037593984962406,74946,0.00140089323762166,0.00650514924197906,0.00101364775050214
"Northeast",2008,11,1722,16,0.00929152148664344,69576,0.00228393595332521,0.0137680359551608,0.00481500701812603
"Northeast",2008,12,1861,86,0.046211714132187,72095,0.00480470455395404,0.0556289350579369,0.0367944932064371
"Northeast",2009,1,1675,48,0.0286567164179104,69915,0.00402861889234465,0.036552809446906,0.0207606233889149
"Northeast",2009,2,1612,16,0.00992555831265509,64338,0.00243867342598772,0.014705358227591,0.00514575839771915
"Northeast",2009,3,1826,26,0.0142387732749179,73255,0.00273847870202333,0.0196061915308836,0.00887135501895212
"Northeast",2009,4,1790,27,0.0150837988826816,71659,0.00284548780740122,0.020660954985188,0.00950664278017517
"Northeast",2009,5,1851,25,0.0135062128579146,73924,0.00264985236812733,0.0186999234994442,0.00831250221638506
"Northeast",2009,6,1848,44,0.0238095238095238,74246,0.00350296617868924,0.0306753375197547,0.0169437100992929
"Northeast",2009,7,1801,38,0.0210993892282066,76718,0.00334741487639047,0.0276603223859319,0.0145384560704812
"Northeast",2009,8,1994,34,0.0170511534603811,75236,0.00286125088138891,0.0226592051879034,0.0114431017328589
"Northeast",2009,9,1620,10,0.00617283950617284,66855,0.00192286097716779,0.0099416470214217,0.00240403199092398
"Northeast",2009,10,1717,20,0.011648223645894,69499,0.00255796674313528,0.0166618384624391,0.00663460882934886
"Northeast",2009,11,1697,6,0.00353565114908662,66313,0.00142273285170192,0.00632420753842239,0.000747094759750854
"Northeast",2009,12,1718,44,0.0256111757857974,68219,0.00376406549457897,0.0329887441551722,0.0182336074164227
"Northeast",2010,1,1631,20,0.0122624156958921,66848,0.00269247205377826,0.0175396609212975,0.00698517047048671
"Northeast",2010,2,1575,33,0.020952380952381,62486,0.00356428757930086,0.0279383846078106,0.0139663772969513
"Northeast",2010,3,1771,22,0.0124223602484472,71639,0.00259995271202801,0.0175182675640221,0.0073264529328723
"Northeast",2010,4,1734,11,0.0063437139561707,69985,0.00188340028939019,0.0100351785233755,0.00265224938896593
"Northeast",2010,5,1832,14,0.00764192139737991,71416,0.00200885342618278,0.0115792741126982,0.00370456868206166
"Northeast",2010,6,1859,30,0.0161377084454008,71976,0.00288524731064188,0.0217927931742588,0.0104826237165427
"Northeast",2010,7,1996,31,0.0155310621242485,75085,0.00273136383468141,0.0208845352402241,0.0101775890082729
"Northeast",2010,8,1854,14,0.0075512405609493,75485,0.00198621157993794,0.0114442152576277,0.00365826586427093
"Northeast",2010,9,1703,12,0.00704638872577804,69580,0.00200256724537703,0.010971420526717,0.00312135692483905
"Northeast",2010,10,1838,14,0.00761697497279652,72319,0.00200256292819102,0.0115419983120509,0.00369195163354211
"Northeast",2010,11,1739,2,0.00115008625646924,68870,0.000802669860253775,0.00272331918256663,0
"Northeast",2010,12,1761,33,0.0187393526405451,70508,0.00319169091009412,0.0249950668243296,0.0124836384567607
"Northeast",2011,1,1481,29,0.0195813639432816,62642,0.00355877779510544,0.0265565684216882,0.0126061594648749
"Northeast",2011,2,1509,22,0.0145791915175613,58116,0.00304624006776252,0.0205498220503758,0.00860856098474677
"Northeast",2011,3,1734,8,0.00461361014994233,67314,0.0016067563378202,0.00776285257206993,0.00146436772781473
"Northeast",2011,4,1623,22,0.0135551447935921,65795,0.00283556366982236,0.0191128495864439,0.00799744000074028
"Northeast",2011,5,1639,8,0.0048810250152532,67243,0.00170089573137955,0.00821478064875711,0.00154726938174929
"Northeast",2011,6,1749,32,0.0182961692395655,68058,0.00316407129739597,0.0244977489824616,0.0120945894966694
"Northeast",2011,7,1792,18,0.0100446428571429,70405,0.00232610178704342,0.014603802359748,0.00548548335453776
"Northeast",2011,8,1728,35,0.0202546296296296,70056,0.00334772118327619,0.026816163148851,0.0136930961104083
"Northeast",2011,9,1572,8,0.00508905852417303,62590,0.00177255305113658,0.00856326250440073,0.00161485454394533
"Northeast",2011,10,1582,17,0.0107458912768647,64595,0.00256109002405364,0.0157656277240099,0.00572615482971959
"Northeast",2011,11,1559,4,0.00256574727389352,60959,0.00126514311382357,0.00504542777698772,8.60667707993268e-05
"Northeast",2011,12,1616,7,0.00433168316831683,61496,0.0016125637178436,0.00749230805529029,0.00117105828134337
"Northeast",2012,1,1511,18,0.0119126406353408,59552,0.00275633808498868,0.0173150632819186,0.00651021798876303
"Northeast",2012,2,1415,5,0.00353356890459364,57047,0.00155832969058208,0.00658789509813451,0.000479242711052771
"Northeast",2012,3,1623,9,0.0055452865064695,63535,0.00182016171332866,0.00911280346459368,0.00197776954834533
"Northeast",2012,4,1572,2,0.00127226463104326,63120,0.000888070956818721,0.00301288370640795,0
"Northeast",2012,5,1621,12,0.00740283775447255,64519,0.00210282304234812,0.0115243709174749,0.00328130459147022
"Northeast",2012,6,1668,17,0.0101918465227818,64473,0.00242796443926979,0.0149506568237506,0.00543303622181299
"Northeast",2012,7,1670,30,0.0179640718562874,66981,0.00321037130609297,0.0242563996162296,0.0116717440963452
"Northeast",2012,8,1648,28,0.0169902912621359,68608,0.0031459575546906,0.0231563680693295,0.0108242144549423
"Northeast",2012,9,1610,7,0.00434782608695652,63158,0.00161921556979842,0.00752148860376143,0.00117416357015161
"Northeast",2012,10,1664,7,0.00420673076923077,66647,0.00156718549568018,0.00727841434076392,0.00113504719769762
"Northeast",2012,11,1622,10,0.0061652281134402,62841,0.00191894149158779,0.00992635343695226,0.00240410278992813
"Northeast",2012,12,1607,23,0.014312383322962,62258,0.00292532592322898,0.0200460221324908,0.00857874451343324
"Northeast",2013,1,1633,7,0.00428658909981629,63922,0.00159640665891239,0.00741554615128457,0.00115763204834801
"Northeast",2013,2,1414,12,0.00848656294200849,59685,0.00241122521154183,0.0132125643566305,0.00376056152738649
"Northeast",2013,3,1770,22,0.0124293785310734,69869,0.00260059650943091,0.017526547689558,0.00733220937258887
"Northeast",2013,4,1737,15,0.00863557858376511,69017,0.0021925649980917,0.0129330059800249,0.00433815118750537
"Northeast",2013,5,1738,15,0.00863060989643268,70474,0.00219187737364162,0.0129266895487702,0.00433453024409511
"Northeast",2013,6,1692,19,0.0112293144208038,70076,0.00253130925333809,0.0161906805573464,0.00626794828426113
"Northeast",2013,7,1804,30,0.016629711751663,72859,0.00297412184799149,0.0224589905737263,0.0108004329295996
"Northeast",2013,8,1904,12,0.00630252100840336,72163,0.00179002271916196,0.00981096553796081,0.00279407647884591
"Northeast",2013,9,1629,12,0.00736648250460405,65930,0.00209297805159017,0.0114687194857208,0.00326424552348732
"Northeast",2013,10,1786,5,0.00279955207166853,69104,0.00123432750351941,0.00521883397856658,0.000380270164770487
"Northeast",2013,11,1665,7,0.0042042042042042,64747,0.00156564496640604,0.00727286833836004,0.00113554007004837
"Northeast",2013,12,1665,37,0.0222222222222222,65800,0.00356756394559107,0.0292146475555807,0.0152297968888637
"NorthRockies",2003,6,158,1,0.00632911392405063,5513,0.00623775990347447,0.0185551233348606,0
"NorthRockies",2003,7,129,1,0.00775193798449612,5724,0.00766408870354776,0.0227735518434497,0
"NorthRockies",2003,8,177,2,0.0112994350282486,5841,0.00784553277684616,0.0266766792708671,0
"NorthRockies",2003,9,129,0,0,5389,0,0.0232558139534884,0
"NorthRockies",2003,10,136,1,0.00735294117647059,5211,0.00725635595132898,0.0215753988410754,0
"NorthRockies",2003,11,114,2,0.0175438596491228,5313,0.0122171508650416,0.0414894753446043,0
"NorthRockies",2003,12,142,2,0.0140845070422535,5897,0.0098036594119001,0.0332996794895777,0
"NorthRockies",2004,1,158,3,0.0189873417721519,6425,0.0107575369044707,0.0400721141049144,0
"NorthRockies",2004,2,152,2,0.0131578947368421,6047,0.0091558883095242,0.0311034358235095,0
"NorthRockies",2004,3,151,0,0,6212,0,0.0198675496688742,0
"NorthRockies",2004,4,147,2,0.0136054421768707,5823,0.00946570650721435,0.0321582269310109,0
"NorthRockies",2004,5,159,1,0.00628930817610063,5992,0.00620530255624899,0.0184517011863487,0
"NorthRockies",2004,6,165,1,0.00606060606060606,6532,0.00598357022883216,0.0177884037091171,0
"NorthRockies",2004,7,168,4,0.0238095238095238,6862,0.0116520381944074,0.0466475186705622,0.000971528948485387
"NorthRockies",2004,8,205,1,0.0048780487804878,7064,0.00480674623814847,0.0142992714072588,0
"NorthRockies",2004,9,154,0,0,6240,0,0.0194805194805195,0
"NorthRockies",2004,10,159,1,0.00628930817610063,6142,0.00620736768579373,0.0184557488402563,0
"NorthRockies",2004,11,148,3,0.0202702702702703,6041,0.0114798985038304,0.0427708713377779,0
"NorthRockies",2004,12,162,5,0.0308641975308642,6387,0.0134563754384533,0.0572386933902327,0.00448970167149566
"NorthRockies",2005,1,157,11,0.0700636942675159,6175,0.0201752269892599,0.109607139166465,0.0305202493685665
"NorthRockies",2005,2,148,1,0.00675675675675676,5756,0.00666932520118271,0.0198286341510749,0
"NorthRockies",2005,3,173,2,0.0115606936416185,6460,0.00804096547882382,0.0273209859801132,0
"NorthRockies",2005,4,151,0,0,6019,0,0.0198675496688742,0
"NorthRockies",2005,5,146,1,0.00684931506849315,6443,0.00677126678567112,0.0201209979684085,0
"NorthRockies",2005,6,176,2,0.0113636363636364,6799,0.00790792946127373,0.0268631781077329,0
"NorthRockies",2005,7,178,0,0,7064,0,0.0168539325842697,0
"NorthRockies",2005,8,207,4,0.0193236714975845,7148,0.00945132743481115,0.0378482732698144,0.000799069725354692
"NorthRockies",2005,9,152,0,0,6711,0,0.0197368421052632,0
"NorthRockies",2005,10,175,1,0.00571428571428571,6471,0.00563648831597689,0.0167618028136004,0
"NorthRockies",2005,11,159,3,0.0188679245283019,6059,0.0106812674189956,0.0398032086695332,0
"NorthRockies",2005,12,156,3,0.0192307692307692,5856,0.0108831042452745,0.0405616535515072,0
"NorthRockies",2006,1,149,1,0.00671140939597315,6146,0.00662955652801908,0.0197053401908905,0
"NorthRockies",2006,2,148,1,0.00675675675675676,5528,0.00666569449879885,0.0198215179744025,0
"NorthRockies",2006,3,165,6,0.0363636363636364,6188,0.0144211401726433,0.0646290711020173,0.00809820162525546
"NorthRockies",2006,4,134,0,0,5913,0,0.0223880597014925,0
"NorthRockies",2006,5,156,0,0,6373,0,0.0192307692307692,0
"NorthRockies",2006,6,174,0,0,6781,0,0.0172413793103448,0
"NorthRockies",2006,7,194,2,0.0103092783505155,7165,0.00717174223312238,0.0243658931274353,0
"NorthRockies",2006,8,194,4,0.0206185567010309,7319,0.0100923655499166,0.0403995931788675,0.000837520223194367
"NorthRockies",2006,9,141,1,0.00709219858156028,6667,0.00701680155924917,0.0208451296376887,0
"NorthRockies",2006,10,189,2,0.0105820105820106,6470,0.0073528774668085,0.0249936504169552,0
"NorthRockies",2006,11,165,3,0.0181818181818182,6120,0.0102914706120905,0.0383531005815155,0
"NorthRockies",2006,12,171,3,0.0175438596491228,6263,0.0099307817767528,0.0370081919315583,0
"NorthRockies",2007,1,180,2,0.0111111111111111,7011,0.0077335364624863,0.0262688425775843,0
"NorthRockies",2007,2,163,6,0.0368098159509202,6424,0.0146049281737654,0.0654354751715004,0.00818415673034008
"NorthRockies",2007,3,193,0,0,7233,0,0.0155440414507772,0
"NorthRockies",2007,4,161,2,0.0124223602484472,6844,0.00865283500959333,0.0293819168672501,0
"NorthRockies",2007,5,172,2,0.0116279069767442,7258,0.0081003735795638,0.0275046391926892,0
"NorthRockies",2007,6,202,1,0.00495049504950495,7889,0.00488670467001824,0.0145284362027407,0
"NorthRockies",2007,7,220,3,0.0136363636363636,8173,0.00773072986199457,0.028788594165873,0
"NorthRockies",2007,8,179,1,0.00558659217877095,8106,0.00552456513641974,0.0164147398461536,0
"NorthRockies",2007,9,184,1,0.00543478260869565,7012,0.00536300225411746,0.0159462670267659,0
"NorthRockies",2007,10,167,2,0.0119760479041916,6914,0.00834021261699599,0.0283228646335038,0
"NorthRockies",2007,11,174,3,0.0172413793103448,6641,0.00976609788918662,0.0363829311731506,0
"NorthRockies",2007,12,173,4,0.023121387283237,6948,0.0113158652255819,0.0453004831253776,0.000942291441096421
"NorthRockies",2008,1,149,1,0.00671140939597315,6650,0.00663579547490138,0.0197175685267799,0
"NorthRockies",2008,2,174,2,0.0114942528735632,6093,0.00798758517694065,0.0271499198203669,0
"NorthRockies",2008,3,172,0,0,6450,0,0.0174418604651163,0
"NorthRockies",2008,4,140,0,0,6323,0,0.0214285714285714,0
"NorthRockies",2008,5,175,0,0,6686,0,0.0171428571428571,0
"NorthRockies",2008,6,192,3,0.015625,7226,0.00885372075940911,0.0329782926884419,0
"NorthRockies",2008,7,191,0,0,7565,0,0.0157068062827225,0
"NorthRockies",2008,8,187,3,0.0160427807486631,7447,0.00909597155699219,0.0338708850003678,0
"NorthRockies",2008,9,156,2,0.0128205128205128,6487,0.00892686811551224,0.0303171743269168,0
"NorthRockies",2008,10,151,1,0.00662251655629139,6312,0.00654282285410188,0.0194464493503311,0
"NorthRockies",2008,11,146,1,0.00684931506849315,5757,0.00676190653983658,0.0201026518865728,0
"NorthRockies",2008,12,153,4,0.0261437908496732,6165,0.0127806473155596,0.0511938595881699,0.00109372211117648
"NorthRockies",2009,1,142,1,0.00704225352112676,5982,0.00695816743214103,0.0206802616881232,0
"NorthRockies",2009,2,108,0,0,5482,0,0.0277777777777778,0
"NorthRockies",2009,3,166,1,0.00602409638554217,6328,0.00594455738350854,0.0176754288572189,0
"NorthRockies",2009,4,146,1,0.00684931506849315,5859,0.00676343790673235,0.0201056533656886,0
"NorthRockies",2009,5,164,0,0,6131,0,0.0182926829268293,0
"NorthRockies",2009,6,173,3,0.0173410404624277,6954,0.00982888583103233,0.0366056566912511,0
"NorthRockies",2009,7,169,2,0.0118343195266272,7454,0.00824806304322004,0.0280005230913385,0
"NorthRockies",2009,8,190,1,0.00526315789473684,7167,0.00519292509635575,0.0154412910835941,0
"NorthRockies",2009,9,131,2,0.0152671755725191,5935,0.0106345770315105,0.0361109465542796,0
"NorthRockies",2009,10,125,0,0,5773,0,0.024,0
"NorthRockies",2009,11,115,1,0.00869565217391304,5313,0.00860102855042001,0.0255536681327363,0
"NorthRockies",2009,12,134,5,0.0373134328358209,5683,0.0162393174974711,0.0691424951308643,0.00548437054077753
"NorthRockies",2010,1,131,1,0.00763358778625954,5739,0.00754596166296055,0.0224236726456622,0
"NorthRockies",2010,2,136,0,0,5380,0,0.0220588235294118,0
"NorthRockies",2010,3,136,0,0,6057,0,0.0220588235294118,0
"NorthRockies",2010,4,134,0,0,6102,0,0.0223880597014925,0
"NorthRockies",2010,5,173,1,0.00578034682080925,6587,0.00570393467348063,0.0169600587808313,0
"NorthRockies",2010,6,182,2,0.010989010989011,7483,0.00765409549941493,0.0259910381678642,0
"NorthRockies",2010,7,208,1,0.00480769230769231,8199,0.00474631750689734,0.0141104746212111,0
"NorthRockies",2010,8,226,0,0,8193,0,0.0132743362831858,0
"NorthRockies",2010,9,166,0,0,7386,0,0.0180722891566265,0
"NorthRockies",2010,10,180,1,0.00555555555555556,7101,0.00548469097664545,0.0163055498697806,0
"NorthRockies",2010,11,161,1,0.0062111801242236,6418,0.00613277942766607,0.0182314278024491,0
"NorthRockies",2010,12,172,3,0.0174418604651163,6595,0.00987959265606027,0.0368058620709944,0
"NorthRockies",2011,1,144,1,0.00694444444444444,5839,0.00685827877763463,0.0203866708486083,0
"NorthRockies",2011,2,118,2,0.0169491525423729,5407,0.0118025990275736,0.0400822466364172,0
"NorthRockies",2011,3,139,0,0,5996,0,0.0215827338129496,0
"NorthRockies",2011,4,151,1,0.00662251655629139,5758,0.00653510395677591,0.0194313203115722,0
"NorthRockies",2011,5,162,2,0.0123456790123457,6251,0.00858905283289402,0.029180222564818,0
"NorthRockies",2011,6,186,0,0,7069,0,0.0161290322580645,0
"NorthRockies",2011,7,212,0,0,7662,0,0.0141509433962264,0
