"year","month","origin","avg_del","n_flights","n_wdelay"
2006,1,"SUN",0.431578947368421,190,190
2006,11,"PSG",1.08620689655172,58,58
2006,4,"YAK",0,60,60
2006,8,"CLT",0.985685279187817,9850,9850
2006,1,"AUS",0.166763341067285,3448,3448
2006,8,"DLH",0,89,89
2006,9,"ANC",0.236127508854782,1694,1694
2006,10,"ROA",1.74277456647399,346,346
2006,2,"BDL",0.215214820654316,2537,2537
2006,7,"MCN",0,93,93
2006,2,"SFO",0.484370195756892,9757,9757
2006,11,"ILG",2.39285714285714,56,56
2006,6,"MQT",0,82,82
2006,5,"MOD",0,141,141
2006,1,"TOL",0.528301886792453,371,371
2006,1,"ILM",0.931547619047619,336,336
2006,8,"DAL",0.268721461187215,4380,4380
2006,5,"RAP",0,410,410
2006,12,"JAN",0.880368098159509,978,978
2006,11,"FCA",0.461538461538462,208,208
2006,7,"LGB",0.0438079191238416,1187,1187
2006,6,"OMA",0.559748427672956,1908,1908
2006,2,"SIT",0,84,84
2006,9,"PWM",1.51401869158878,642,642
2006,11,"AEX",1.63709677419355,248,248
2006,7,"OGG",0.0378787878787879,2640,2640
2006,10,"OME",0.870967741935484,93,93
2006,8,"PHF",1.71066907775769,553,553
2006,7,"BNA",0.611801242236025,5152,5152
2006,9,"FNT",1.12730627306273,542,542
2006,4,"PSP",0.0892575039494471,1266,1266
2006,4,"BZN",0.449591280653951,367,367
2006,10,"DRO",1.256038647343,414,414
2006,7,"ELP",0.229199372056515,1911,1911
2006,3,"PHL",0.165625,9600,9600
2006,10,"CLE",0.447028771175047,7438,7438
2006,8,"LYH",0.460674157303371,89,89
2006,7,"CID",0.662921348314607,712,712
2006,10,"GRB",0.733755942947702,631,631
2006,4,"CDC",0,85,85
2006,1,"MDW",0.67654230675445,8202,8202
2006,4,"RST",0.0188679245283019,212,212
2006,3,"SCC",1.66666666666667,27,27
2006,12,"DTW",0.945874001774623,11270,11270
2006,8,"MFE",0.0554323725055432,451,451
2006,10,"DLG",0,13,13
2006,3,"ORF",0.0771992818671454,1671,1671
2006,4,"COS",0.337837837837838,1480,1480
2006,12,"EKO",0.118055555555556,144,144
2006,1,"BIL",0.0490956072351421,387,387
2006,6,"FAY",5.0863309352518,139,139
2006,12,"GJT",0.616306954436451,417,417
2006,11,"MOB",1.84909456740443,497,497
2006,10,"SRQ",1.14882032667877,551,551
2006,12,"GSP",0.186778593913956,953,953
2006,9,"FAT",0.689512799339389,1211,1211
2006,3,"SAN",0.120973877758052,7886,7886
2006,8,"MLU",0.885964912280702,228,228
2006,3,"SJC",0.173266370484837,5177,5177
2006,5,"SJT",0.548387096774194,155,155
2006,9,"LIH",0,1394,1394
2006,3,"HPN",0.182232346241458,439,439
2006,7,"TUP",0,62,62
2006,5,"KTN",0,189,189
2006,4,"KOA",0,1003,1003
2006,4,"CRP",0.403870967741935,775,775
2006,6,"ALB",1.30788177339901,1218,1218
2006,4,"SMF",0.0168708111855789,4327,4327
2006,8,"LAN",0.122077922077922,385,385
2006,9,"TPA",0.617783107760836,5837,5837
2006,9,"SMX",0.503496503496504,143,143
2006,6,"XNA",1.48170128585559,1011,1011
2006,2,"VPS",3.25990099009901,404,404
2006,3,"SHV",1.62166666666667,600,600
2006,4,"JAC",0.257777777777778,225,225
2006,10,"OAK",0.126680055615634,6473,6473
2006,4,"TUS",0.0824644549763033,2110,2110
2006,11,"JAX",0.406946983546618,2735,2735
2006,4,"GSO",0.503116651825467,1123,1123
2006,2,"IAD",1.11634153237207,7074,7074
2006,11,"GJT",0.451187335092348,379,379
2006,11,"EKO",0,144,144
2006,7,"CLL",0.275,120,120
2006,7,"LGA",2.14936873375418,10772,10772
2006,8,"DAY",0.240174672489083,1145,1145
2006,12,"MOB",3.61737089201878,426,426
2006,4,"PHL",0.32957012592271,9212,9212
2006,7,"MOT",0,93,93
2006,9,"ILM",1.67753623188406,276,276
2006,9,"TOL",0.190045248868778,221,221
2006,11,"DTW",1.04188529872043,10863,10863
2006,3,"BZN",2.03768844221106,398,398
2006,6,"OTZ",1.05555555555556,90,90
2006,7,"MSN",0.263157894736842,1102,1102
2006,9,"SUN",0.0825082508250825,303,303
2006,9,"AUS",0.54361328652444,3703,3703
2006,7,"LWS",0,62,62
2006,1,"ANC",0.413719943422914,1414,1414
2006,3,"PSP",0.227972027972028,1430,1430
2006,7,"CIC",0,112,112
2006,6,"FSD",0.624254473161034,503,503
2006,7,"MCO",1.28889980353635,10180,10180
2006,7,"MKE",0.787614900822448,2067,2067
2006,10,"EVV",0.845878136200717,279,279
2006,10,"EUG",0.747232472324723,542,542
2006,5,"CWA",1.47311827956989,93,93
2006,9,"IPL",0,112,112
2006,11,"GSP",0.553121577217963,913,913
2006,5,"SYR",0.0888671875,1024,1024
2006,5,"MFR",0,511,511
2006,2,"SWF",0,84,84
2006,5,"SNA",0.0534317013190253,4473,4473
2006,10,"MSP",0.672734026745914,10768,10768
2006,9,"OXR",0.484615384615385,130,130
2006,5,"ORD",0.741589544772386,31984,31984
2006,8,"FWA",1.64343163538874,373,373
2006,8,"TVC",0.144761904761905,525,525
2006,8,"EGE",0,186,186
2006,8,"RDU",1.83777429467085,5104,5104
2006,7,"BIS",0.110599078341014,217,217
2006,10,"BRO",0,198,198
2006,10,"ASE",0.445993031358885,287,287
2006,5,"ATW",0.73989898989899,396,396
2006,7,"MTJ",0.154761904761905,252,252
2006,5,"ATL",0.982257642302435,34381,34381
2006,2,"SJU",0.527709661598823,2039,2039
2006,7,"FLO",1.98387096774194,62,62
2006,1,"FNT",0.743626062322946,706,706
2006,3,"YAK",0.451612903225806,62,62
2006,10,"ICT",0.433777777777778,1125,1125
2006,5,"HTS",0,53,53
2006,5,"SGF",0.230012300123001,813,813
2006,8,"TRI",3.53900709219858,141,141
2006,1,"PWM",1.64622641509434,636,636
2006,8,"MRY",0.335745296671491,691,691
2006,7,"PNS",0.196525515743757,921,921
2006,2,"LAX",0.253399400783591,17356,17356
2006,8,"BOI",0.0665422885572139,1608,1608
2006,12,"JAX",0.603667136812412,2836,2836
2006,8,"RSW",0.311870100783875,1786,1786
2006,7,"BTR",0.823851203501094,914,914
2006,10,"MBS",0.678832116788321,274,274
2006,2,"BTM",0.357142857142857,56,56
2006,10,"GUC",1.55384615384615,65,65
2006,8,"CRW",3.55988023952096,334,334
2006,7,"BOI",0.0645780051150895,1564,1564
2006,7,"CRW",0.782729805013928,359,359
2006,11,"SGF",2.78986402966625,809,809
2006,11,"HTS",0,52,52
2006,8,"BTR",0.565957446808511,940,940
2006,7,"RSW",0.409917355371901,1815,1815
2006,9,"DHN",7,140,140
2006,7,"TRI",0,106,106
2006,3,"SDF",0.166363084395871,1647,1647
2006,9,"ADK",0,8,8
2006,4,"IDA",0.214634146341463,205,205
2006,4,"OKC",0.396825396825397,1764,1764
2006,8,"PNS",0.85414480587618,953,953
2006,6,"SBA",0,1193,1193
2006,7,"MRY",0.49779086892489,679,679
2006,10,"BOS",0.871323529411765,11424,11424
2006,3,"GTF",1.26524390243902,328,328
2006,2,"HLN",0.272058823529412,136,136
2006,4,"AGS",1.3141592920354,226,226
2006,8,"FLO",0.193548387096774,62,62
2006,6,"TXK",0,90,90
2006,10,"CMI",0.728971962616822,214,214
2006,4,"HRL",1.02464065708419,487,487
2006,11,"ATW",0.716883116883117,385,385
2006,10,"GNV",5.7,120,120
2006,8,"MTJ",0.1796875,256,256
2006,8,"BIS",0.87906976744186,215,215
2006,4,"LAS",0.125853018372703,15240,15240
2006,12,"SJT",0.402597402597403,154,154
2006,7,"EGE",1.28260869565217,184,184
2006,7,"RDU",1.12844775518422,4967,4967
2006,4,"ABI",1.99148936170213,235,235
2006,11,"ATL",0.824888050907377,33944,33944
2006,12,"KTN",0.630434782608696,184,184
2006,9,"BGR",1.32608695652174,368,368
2006,1,"LAW",0,182,182
2006,3,"STT",0,337,337
2006,11,"CWA",0,90,90
2006,6,"DAB",4.15824915824916,297,297
2006,7,"TVC",0.240808823529412,544,544
2006,9,"BGM",0.818181818181818,55,55
2006,7,"FWA",0.894021739130435,368,368
2006,2,"IND",0.175317978686834,2909,2909
2006,11,"ORD",0.425053217619126,30535,30535
2006,8,"MKE",0.804379562043796,2055,2055
2006,8,"MCO",0.652592518303079,9971,9971
2006,3,"MHT",0.104740904079383,1814,1814
2006,11,"SYR",0.815978456014363,1114,1114
2006,5,"GSP",0.135405105438402,901,901
2006,1,"MEI",1.09677419354839,93,93
2006,3,"STX",0,35,35
2006,11,"SNA",0.140595463137996,4232,4232
2006,1,"LEX",0.577014218009479,844,844
2006,11,"MFR",0.550495049504951,505,505
2006,8,"MSN",0.927304964539007,1128,1128
2006,5,"EKO",0,146,146
2006,8,"CIC",0,116,116
2006,5,"GJT",0,396,396
2006,6,"PSE",0.474576271186441,59,59
2006,8,"LWS",0,62,62
2006,2,"RNO",0.201352003862868,2071,2071
2006,8,"LGA",0.945787479704131,11086,11086
2006,8,"CLL",0.272,125,125
2006,7,"DAY",0.516873889875666,1126,1126
2006,5,"DTW",1.63370342491532,10628,10628
2006,8,"MOT",1.52688172043011,93,93
2006,2,"SLC",0.384192240880139,10362,10362
2006,9,"MGM",3.26254826254826,259,259
2006,5,"JAX",0.402054012932674,2629,2629
2006,6,"PBI",0.22319262493935,2061,2061
2006,4,"MIA",0.331075212784436,5757,5757
2006,1,"SBP",0.434640522875817,612,612
2006,9,"PSC",0,190,190
2006,12,"HTS",0.685185185185185,54,54
2006,12,"SGF",2.29506172839506,810,810
2006,2,"GPT",0.747714808043876,547,547
2006,2,"BUR",0.313369886123998,2371,2371
2006,9,"ACV",0.428571428571429,308,308
2006,12,"ATL",0.48499665917512,32926,32926
2006,11,"KTN",0.674157303370786,178,178
2006,9,"CAE",0.26,850,850
2006,3,"RDM",0.87248322147651,298,298
2006,7,"LAN",0.283068783068783,378,378
2006,11,"SJT",1.67567567567568,148,148
2006,1,"PDX",0.0606860158311346,4548,4548
2006,12,"ATW",1.03457446808511,376,376
2006,2,"SPS",0.904255319148936,188,188
2006,8,"TUP",0.870967741935484,62,62
2006,2,"AVL",0.835497835497836,231,231
2006,3,"AMA",0.453769559032717,703,703
2006,12,"SYR",0.801769911504425,1130,1130
2006,1,"ONT",0.0629301868239921,3051,3051
2006,2,"PIA",0.515320334261838,359,359
2006,12,"SNA",0.2848,4375,4375
2006,12,"MFR",0.98292220113852,527,527
2006,12,"ORD",0.93136068288954,31396,31396
2006,7,"MLU",0.735772357723577,246,246
2006,10,"JFK",1.78568654107594,10298,10298
2006,6,"IYK",0,83,83
2006,3,"GRR",0.452247191011236,1424,1424
2006,12,"CWA",6.96774193548387,93,93
2006,9,"TLH",1.26896551724138,290,290
2006,4,"AKN",0,22,22
2006,9,"RIC",1.75115740740741,1728,1728
2006,5,"MOB",0.286036036036036,444,444
2006,10,"BMI",0.388724035608309,337,337
2006,4,"LNK",0.825925925925926,270,270
2006,9,"FLG",0.24,150,150
2006,7,"MFE",0.341067285382831,431,431
2006,6,"DBQ",0.931034482758621,116,116
2006,10,"SAT",0.334504188057282,3701,3701
2006,7,"LYH",0,86,86
2006,8,"CID",1.00134952766532,741,741
2006,2,"BHM",0.562983814215341,1421,1421
2006,1,"BGR",1.06764705882353,340,340
2006,8,"BNA",0.515001898974554,5266,5266
2006,10,"PFN",5.69037656903766,239,239
2006,2,"GGG",0,84,84
2006,7,"PHF",0.636363636363636,550,550
2006,10,"BTV",0.133105802047782,586,586
2006,10,"PIT",0.918295267247469,4247,4247
2006,2,"DCA",0.417201204346119,7639,7639
2006,8,"ELP",0.147489539748954,1912,1912
2006,4,"MHT",0.778225806451613,1736,1736
2006,10,"SGU",0.447712418300654,306,306
2006,5,"FCA",0,213,213
2006,1,"ADK",0,9,9
2006,2,"DFW",1.4927415464234,22801,22801
2006,4,"STX",0,35,35
2006,8,"OGG",0,2547,2547
2006,11,"RAP",0.40974212034384,349,349
2006,5,"AEX",3.03153153153153,222,222
2006,6,"LFT",2.11648351648352,455,455
2006,8,"LGB",0,1197,1197
2006,10,"LCH",7.35833333333333,120,120
2006,12,"RFD",8.08196721311475,61,61
2006,1,"DHN",1.67307692307692,156,156
2006,4,"STT",0,325,325
2006,3,"ABI",0.180327868852459,244,244
2006,12,"TYR",7.39837398373984,123,123
2006,7,"DAL",0.237235810971266,4211,4211
2006,5,"PSG",0,62,62
2006,10,"MEM",0.629416005767844,4161,4161
2006,3,"LAS",0.12153043035396,15708,15708
2006,11,"APF",1.19607843137255,51,51
2006,12,"TWF",5.79279279279279,222,222
2006,6,"JNU",0.00601202404809619,499,499
2006,12,"LSE",0,162,162
2006,7,"CLT",0.723152810605282,9731,9731
2006,11,"MOD",0.687258687258687,259,259
2006,8,"MCN",0,93,93
2006,7,"DLH",0,87,87
2006,3,"HRL",0,510,510
2006,12,"AZO",0.777777777777778,387,387
2006,3,"OKC",0.662080352228949,1817,1817
2006,8,"SAV",0.533277169334457,1187,1187
2006,4,"GTF",0.0802469135802469,324,324
2006,3,"AGS",0.147058823529412,204,204
2006,12,"ACT",0.446927374301676,179,179
2006,4,"SDF",0.441772151898734,1580,1580
2006,9,"MEI",1.51851851851852,81,81
2006,9,"LEX",1.52005532503458,723,723
2006,3,"IDA",3.83333333333333,210,210
2006,5,"VLD",1.45528455284553,123,123
2006,6,"BRW",0,59,59
2006,7,"LIT",1.1499644633973,1407,1407
2006,9,"LAW",4.17,200,200
2006,8,"HDN",0,153,153
2006,8,"GEG",0.0540540540540541,1332,1332
2006,1,"BGM",1.29310344827586,58,58
2006,6,"AVP",2.17224880382775,209,209
2006,12,"PHX",0.871073836540043,18243,18243
2006,8,"MAF",0.566621803499327,743,743
2006,2,"MCI",0.203881225157821,4277,4277
2006,3,"LNK",2.03237410071942,278,278
2006,6,"RDD",0,173,173
2006,8,"FAI",0.174812030075188,532,532
2006,1,"ACV",0.224719101123595,356,356
2006,3,"AKN",0,22,22
2006,1,"CAE",1.35009671179884,1034,1034
2006,7,"STL",0.469219494320264,5458,5458
2006,9,"PDX",0.0700349147668926,4869,4869
2006,4,"GRR",0.233404710920771,1401,1401
2006,2,"MDT",0.842201834862385,545,545
2006,11,"RFD",0,60,60
2006,1,"MGM",1.68363636363636,275,275
2006,6,"CSG",0.672566371681416,113,113
2006,12,"RAP",0,347,347
2006,4,"AMA",0.32574679943101,703,703
2006,5,"JAN",0.728354978354978,924,924
2006,8,"MYR",0.245142002989537,669,669
2006,1,"PSC",1.18090452261307,199,199
2006,9,"SBP",0.172972972972973,555,555
2006,10,"GFK",0,78,78
2006,1,"RIC",0.229835831548894,1401,1401
2006,8,"CHO",0.341614906832298,161,161
2006,11,"AZO",0.23019801980198,404,404
2006,1,"FLG",0,123,123
2006,11,"LSE",0.211267605633803,142,142
2006,8,"EYW",0,41,41
2006,12,"MOD",0.354961832061069,262,262
2006,6,"FLL",0.483981693363844,5244,5244
2006,12,"APF",0.507462686567164,67,67
2006,4,"RDM",0,316,316
2006,2,"MLI",0.0749464668094218,467,467
2006,10,"IAH",2.94910981566094,19041,19041
2006,11,"TWF",0.205882352941176,170,170
2006,8,"PIH",0,155,155
2006,1,"TLH",1.36991869918699,246,246
2006,11,"TYR",0.141666666666667,120,120
2006,11,"PHX",0.121284728164756,17529,17529
2006,7,"HOU",0.488239033693579,4719,4719
2006,5,"CAK",0.539518900343643,873,873
2006,9,"ONT",0.0879785090664876,2978,2978
2006,7,"TYS",0.259303721488595,833,833
2006,3,"MIA",0.903315824031517,6092,6092
2006,12,"OAJ",0.69047619047619,42,42
2006,8,"ACK",0,93,93
2006,10,"ROC",1.25693160813309,1623,1623
2006,11,"ACT",0.194285714285714,175,175
2006,5,"CHA",0.945876288659794,388,388
2006,1,"SAT",0.217618081715445,3451,3451
2006,8,"MOB",1.58837772397094,413,413
2006,12,"DAY",0.190269331016507,1151,1151
2006,10,"BGR",3.4,375,375
2006,2,"CHS",0.239669421487603,847,847
2006,1,"PFN",2.37185929648241,199,199
2006,4,"HSV",0.391472868217054,774,774
2006,1,"BTV",2.3220910623946,593,593
2006,9,"CMI",1.5171102661597,263,263
2006,11,"MFE",0.303030303030303,363,363
2006,1,"PIT",0.612610275038921,3854,3854
2006,9,"GNV",2.69178082191781,146,146
2006,10,"ADK",0,9,9
2006,1,"SGU",0.093984962406015,266,266
2006,11,"MLU",3.05138339920949,253,253
2006,9,"BOS",0.670662047008147,10679,10679
2006,2,"COD",0.261904761904762,84,84
2006,4,"ADQ",0,60,60
2006,10,"DHN",2.80132450331126,151,151
2006,12,"FWA",1.12605042016807,357,357
2006,1,"LCH",0.0782608695652174,115,115
2006,12,"TVC",0.44131455399061,213,213
2006,12,"RDU",0.397389824096841,5287,5287
2006,12,"EGE",1.40281690140845,355,355
2006,7,"SJT",0.767741935483871,155,155
2006,11,"LAN",0.231168831168831,385,385
2006,1,"MEM",0.664350614644575,3742,3742
2006,2,"DSM",0.289205702647658,982,982
2006,7,"KTN",0.463709677419355,248,248
2006,5,"TUP",0.32258064516129,62,62
2006,6,"ISO",4.18333333333333,60,60
2006,2,"CEC",0,76,76
2006,12,"TRI",0,82,82
2006,3,"GTR",1.17741935483871,62,62
2006,12,"MRY",0.958823529411765,680,680
2006,6,"CMH",1.54763513513514,2960,2960
2006,12,"BOI",0.389769452449568,1388,1388
2006,8,"JAX",0.497589914720059,2697,2697
2006,2,"EWR",0.447841726618705,11676,11676
2006,3,"BWI",0.195461694001348,8902,8902
2006,12,"RSW",0.308747220163084,2698,2698
2006,10,"BGM",2.55172413793103,58,58
2006,12,"CRW",1.11217948717949,312,312
2006,5,"LGA",1.20081248268858,10831,10831
2006,5,"CLL",0.182539682539683,126,126
2006,8,"DTW",0.710657193605684,11260,11260
2006,12,"MFE",0.0495049504950495,404,404
2006,5,"MOT",0,93,93
2006,4,"MSY",0.188270293242669,2353,2353
2006,10,"ACV",0.218430034129693,293,293
2006,5,"MSN",0.338065661047028,1127,1127
2006,6,"ABY",4.14655172413793,116,116
2006,5,"CIC",0,115,115
2006,8,"EKO",0,147,147
2006,8,"GJT",0.210900473933649,422,422
2006,10,"CAE",0.734042553191489,940,940
2006,6,"BUF",0.92082239720035,2286,2286
2006,11,"DAY",0.141525423728814,1180,1180
2006,5,"LWS",0,62,62
2006,6,"BDL",1.18291788856305,2728,2728
2006,5,"MKE",0.333848531684699,1941,1941
2006,11,"TVC",0.878048780487805,205,205
2006,5,"MCO",0.423201810489029,10163,10163
2006,11,"FWA",1.31195335276968,343,343
2006,3,"BPT",0,31,31
2006,8,"GSP",0.335010060362173,994,994
2006,7,"CWA",1.07377049180328,122,122
2006,3,"LBB",0.319371727748691,764,764
2006,6,"SBN",5.57446808510638,47,47
2006,7,"MFR",0.249110320284698,562,562
2006,3,"BQN",0,93,93
2006,4,"ITO",0.00375234521575985,533,533
2006,7,"SNA",0.20531561461794,4515,4515
2006,10,"MGM",3.17940199335548,301,301
2006,7,"SYR",0.432330827067669,1064,1064
2006,2,"MQT",0,75,75
2006,10,"PSC",0,194,194
2006,12,"MLU",2.50884955752212,226,226
2006,1,"GFK",0.727272727272727,55,55
2006,6,"SFO",0.119360057522919,11126,11126
2006,7,"ORD",1.04302088239912,31845,31845
2006,5,"MTJ",0.291925465838509,161,161
2006,7,"ATW",0.736147757255937,379,379
2006,5,"BIS",0,209,209
2006,10,"RIC",1.8699501936912,1807,1807
2006,4,"SCE",0,85,85
2006,9,"BMI",0.303303303303303,333,333
2006,4,"PVD",0.384547069271758,2252,2252
2006,10,"FLG",0,155,155
2006,5,"FLO",0,62,62
2006,1,"IAH",0.857053184204519,17524,17524
2006,7,"ATL",2.09247215786976,35827,35827
2006,6,"SIT",0,147,147
2006,11,"RDU",0.699292452830189,5088,5088
2006,11,"EGE",3.25714285714286,105,105
2006,2,"OMA",0.423379769836463,1651,1651
2006,12,"LAN",0.307888040712468,393,393
2006,10,"TLH",1.54063604240283,283,283
2006,11,"RSW",0.688121154756271,2113,2113
2006,7,"SGF",1.57541191381496,789,789
2006,11,"CRW",0.172413793103448,319,319
2006,7,"HTS",2.44642857142857,56,56
2006,5,"PNS",0.0604265402843602,844,844
2006,11,"BOI",0.222222222222222,1314,1314
2006,3,"ABE",0.161592505854801,427,427
2006,11,"MRY",0.76416539050536,653,653
2006,1,"ROC",0.414210128495843,1323,1323
2006,5,"BTR",0.406066536203523,1022,1022
2006,11,"TRI",0.679012345679012,81,81
2006,4,"FSM",2.04137931034483,145,145
2006,9,"JFK",1.67165730921189,9618,9618
2006,4,"BWI",0.273638143498791,8683,8683
2006,8,"CAK",0.496749024707412,769,769
2006,12,"LIT",0.968619246861925,1434,1434
2006,11,"HOU",0.167690956979807,4556,4556
2006,7,"PHX",0.418201575658788,18405,18405
2006,8,"CHA",0.944444444444444,414,414
2006,9,"LCH",1.01680672268908,119,119
2006,7,"ACT",0.0291666666666667,240,240
2006,9,"SGU",0.0844594594594595,296,296
2006,2,"FAY",0.763636363636364,110,110
2006,1,"BOS",1.81174455125155,10507,10507
2006,11,"TYS",0,742,742
2006,4,"GTR",0,60,60
2006,9,"PFN",5.98642533936652,221,221
2006,12,"CLT",0.368857254290172,10256,10256
2006,9,"BTV",0.453900709219858,564,564
2006,1,"CMI",0.0626959247648903,319,319
2006,7,"LSE",0,104,104
2006,7,"AZO",0.401554404145078,386,386
2006,9,"PIT",0.513916015625,4096,4096
2006,12,"DLH",1.06060606060606,99,99
2006,5,"PIH",0,155,155
2006,1,"GNV",2.65326633165829,199,199
2006,7,"TYR",0,124,124
2006,5,"CHO",0.331460674157303,178,178
2006,9,"SAT",0.278571428571429,3500,3500
2006,7,"TWF",0,154,154
2006,5,"EYW",1.58064516129032,93,93
2006,12,"DAL",0.431408775981524,4330,4330
2006,10,"LAW",0.846153846153846,182,182
2006,3,"ADQ",0.5,52,52
2006,5,"MYR",0.391035548686244,647,647
2006,8,"JAN",0.330415754923414,914,914
2006,7,"RFD",1.05263157894737,57,57
2006,2,"ALB",0.149914821124361,1174,1174
2006,10,"LEX",1.2962962962963,783,783
2006,10,"MEI",0.619047619047619,84,84
2006,12,"PHF",0.43125,480,480
2006,3,"HSV",0.531531531531532,777,777
2006,2,"XNA",0.730932203389831,944,944
2006,6,"VPS",2.33390705679862,581,581
2006,7,"WYS",0.708333333333333,72,72
2006,11,"STL",0.224768875192604,5192,5192
2006,5,"FAI",0.259953161592506,427,427
2006,6,"IAD",1.42993874425727,7836,7836
2006,9,"MEM",0.607730673316708,4010,4010
2006,12,"LYH",0.160919540229885,87,87
2006,8,"VLD",0.182795698924731,93,93
2006,12,"TYS",0.0777642770352369,823,823
2006,3,"FSM",1.41059602649007,151,151
2006,5,"HDN",0,103,103
2006,5,"GEG",0.0213675213675214,1170,1170
2006,9,"GFK",0,75,75
2006,10,"SBP",0.415357766143106,573,573
2006,5,"MAF",0.791436464088398,724,724
2006,7,"OAJ",0,4,4
2006,5,"SAV",0.317247542448615,1119,1119
2006,4,"ABE",0.603580562659846,391,391
2006,11,"LIT",0.939855072463768,1380,1380
2006,12,"HOU",0.467659574468085,4700,4700
2006,2,"OTZ",2.21428571428571,84,84
2006,11,"DAL",0.405012883579293,4269,4269
2006,7,"APF",0.290322580645161,62,62
2006,8,"ILG",0,51,51
2006,5,"MCN",0,93,93
2006,2,"FSD",1.49787234042553,470,470
2006,10,"PDX",0.102917665867306,5004,5004
2006,3,"PVD",0.600669736291335,2389,2389
2006,11,"DLH",0.246913580246914,81,81
2006,11,"CLT",0.208220279368908,9951,9951
2006,6,"SWF",0,91,91
2006,8,"PSG",0,62,62
2006,7,"MOD",0,239,239
2006,3,"SCE",0,89,89
2006,12,"TTN",0.333333333333333,51,51
2006,7,"RAP",0.278225806451613,496,496
2006,8,"AEX",1.15725806451613,248,248
2006,10,"ONT",0.57487922705314,3105,3105
2006,5,"LGB",0,1073,1073
2006,9,"ROC",0.654111738857502,1593,1593
2006,3,"ITO",0,275,275
2006,4,"BQN",0,90,90
2006,1,"JFK",1.84123510819353,8226,8226
2006,4,"BPT",14.8484848484848,33,33
2006,8,"FCA",0.265232974910394,279,279
2006,4,"LBB",0.294041450777202,772,772
2006,6,"SJU",0.0643015521064302,2255,2255
2006,5,"OGG",0,1820,1820
2006,5,"BNA",0.529660164890408,4973,4973
2006,9,"IAH",0.409356062751317,17657,17657
2006,11,"LYH",1.25,84,84
2006,5,"ELP",0.314871794871795,1950,1950
2006,12,"STL",1.7549279757392,5276,5276
2006,6,"BTM",0,60,60
2006,1,"BMI",0.166212534059946,367,367
2006,3,"MSY",0.223839854413103,2198,2198
2006,5,"CID",0.120646766169154,804,804
2006,11,"PHF",1.63347457627119,472,472
2006,6,"LAX",0.139822109275731,19675,19675
2006,4,"CDV",0,60,60
2006,10,"MDW",0.481905634448007,8732,8732
2006,3,"SPI",0.929032258064516,155,155
2006,11,"ELP",0.121651785714286,1792,1792
2006,12,"FAI",0,338,338
2006,11,"BNA",0.519311663479924,5230,5230
2006,3,"MSO",0.939597315436242,298,298
2006,1,"DLG",0,13,13
2006,3,"CLD",0.151219512195122,205,205
2006,5,"LYH",0.119047619047619,84,84
2006,5,"PHF",0.0586206896551724,580,580
2006,6,"HLN",0.236111111111111,144,144
2006,11,"CID",0.84478021978022,728,728
2006,2,"SBA",0.40017667844523,1132,1132
2006,9,"BQK",3.58333333333333,84,84
2006,4,"WRG",0,60,60
2006,10,"BIL",0.388020833333333,384,384
2006,11,"LGB",0.329090909090909,1100,1100
2006,3,"CPR",2.63272727272727,275,275
2006,4,"ISP",0.792631578947368,950,950
2006,1,"SRQ",0.558173784977909,679,679
2006,3,"FAR",0.777142857142857,350,350
2006,7,"FCA",0.100719424460432,278,278
2006,2,"TXK",0.761904761904762,84,84
2006,9,"MLB",0,166,166
2006,11,"OGG",0.0471274685816876,2228,2228
2006,7,"AEX",2.75770925110132,227,227
2006,8,"RAP",0.621673003802281,526,526
2006,12,"MYR",0.617702448210923,531,531
2006,6,"IND",0.83756345177665,3152,3152
2006,11,"MCN",1.49438202247191,89,89
2006,12,"CHO",0.840579710144927,138,138
2006,2,"DAB",0.780769230769231,260,260
2006,12,"EYW",1.21348314606742,89,89
2006,8,"MOD",0,251,251
2006,5,"DAL",0.333254994124559,4255,4255
2006,7,"PSG",2.2258064516129,62,62
2006,4,"ABQ",0.126131953428202,3092,3092
2006,8,"APF",0,62,62
2006,5,"CLT",0.246855506698026,9779,9779
2006,1,"TEX",0,62,62
2006,12,"PIH",0.474025974025974,154,154
2006,5,"DLH",0,89,89
2006,3,"HNL",0.212701306593741,3291,3291
2006,7,"ILG",0.483870967741935,31,31
2006,2,"PSE",28.2857142857143,28,28
2006,11,"GEG",0.544743701129453,1151,1151
2006,11,"MAF",0.333333333333333,723,723
2006,10,"LWB",6.89655172413793,29,29
2006,1,"OAK",0.0841716968477532,5964,5964
2006,11,"HDN",1.08053691275168,149,149
2006,6,"SLC",0.239642028505138,12068,12068
2006,3,"ERI",0.425,80,80
2006,5,"LIT",0.600133067198935,1503,1503
2006,7,"VLD",0,93,93
2006,11,"SAV",0.699386503067485,1141,1141
2006,8,"OAJ",0,5,5
2006,6,"RNO",0.0644868301544051,2202,2202
2006,4,"BFL",0,470,470
2006,8,"WYS",0,70,70
2006,2,"PBI",0.676653696498055,2570,2570
2006,12,"CID",0.425196850393701,762,762
2006,12,"BNA",0.331281262023855,5198,5198
2006,6,"GPT",1.13715277777778,576,576
2006,10,"ANC",0.184103260869565,1472,1472
2006,11,"FAI",0.0953846153846154,325,325
2006,12,"ELP",0.421303656597774,1887,1887
2006,5,"STL",0.309480894015862,5548,5548
2006,9,"ROA",1.7797619047619,336,336
2006,3,"CVG",0.454196475309719,11462,11462
2006,11,"MYR",0.196521739130435,575,575
2006,1,"EVV",1.1505376344086,465,465
