"year","month","origin","avg_del","n_flights","n_wdelay"
2008,8,"TXK",0,122,9
2008,9,"HRL",0,379,19
2008,9,"ABI",0,231,15
2008,2,"RAP",0,309,48
2008,4,"BGR",2.01923076923077,210,52
2008,6,"MTJ",4.17948717948718,239,39
2008,9,"LAS",1.42646254784035,13525,1829
2008,6,"BIS",4.59459459459459,220,37
2008,11,"DFW",1.82984208830164,21010,3103
2008,8,"DAB",1.23728813559322,232,59
2008,4,"BGM",30.2727272727273,60,11
2008,5,"SFO",0.783035401331931,12114,2853
2008,12,"ALO",0,27,1
2008,2,"MOD",0.285714285714286,241,56
2008,1,"SDF",2.73360655737705,2028,488
2008,5,"SBN",0.40625,470,64
2008,12,"MLI",7.29151291512915,710,271
2008,5,"MKG",1.72,79,25
2008,5,"BDL",2.77598152424942,2546,433
2008,6,"MKE",3.74562071591775,4273,1313
2008,1,"GTF",0.685714285714286,217,35
2008,6,"MCO",5.68083735909823,11321,3105
2008,7,"FSD",1.34146341463415,520,82
2008,6,"CIC",0,120,38
2008,5,"BUF",1.20224719101124,2289,356
2008,8,"PSE",1.30769230769231,62,13
2008,6,"LWS",0,55,2
2008,6,"MSN",4.03975535168196,1232,327
2008,7,"OTZ",3.9375,89,16
2008,5,"ABY",5.81818181818182,80,11
2008,6,"MOT",21.3333333333333,90,9
2008,6,"LGA",6.15875207067918,10150,3622
2008,6,"CLL",1.05263157894737,116,19
2008,2,"OAJ",8.73684210526316,83,19
2008,3,"RIC",1.19477434679335,1680,421
2008,3,"FLG",0,150,13
2008,8,"RDD",0,152,36
2008,11,"GPT",0.34,669,100
2008,7,"EWR",2.72804054054054,12249,4144
2008,5,"IAD",1.38245412844037,6520,1744
2008,6,"FAI",0.827956989247312,508,93
2008,4,"PDX",0.406028368794326,4795,564
2008,5,"VPS",3.38679245283019,592,106
2008,7,"CEC",7.1304347826087,90,46
2008,12,"HLN",2.7906976744186,181,43
2008,3,"TLH",6.96491228070175,448,114
2008,9,"GRR",1.06201550387597,1351,129
2008,10,"ABE",2.7037037037037,466,54
2008,2,"SJT",0,116,19
2008,6,"MYR",4.91666666666667,541,108
2008,9,"AMA",9.14754098360656,643,61
2008,1,"MIA",1.25343249427918,5545,1748
2008,4,"SBP",0,531,42
2008,2,"KTN",4.20408163265306,174,49
2008,7,"DSM",6.13768115942029,1537,276
2008,8,"CSG",10.7142857142857,121,21
2008,11,"BUR",2.6969696969697,2334,264
2008,6,"EYW",4.91666666666667,88,24
2008,1,"LNK",0,270,53
2008,7,"COD",1,120,4
2008,7,"GST",0,31,10
2008,8,"FLL",2.31966527196653,5383,1195
2008,12,"IND",2.06774519716886,3198,989
2008,6,"CHO",4.64705882352941,67,17
2008,6,"PIH",0,124,5
2008,12,"ELM",8.03030303030303,118,33
2008,3,"ACV",0,294,32
2008,9,"RHI",0,26,2
2008,9,"RDM",0,267,13
2008,3,"CAE",2.46696035242291,986,227
2008,11,"PIA",0.113207547169811,395,53
2008,10,"CMX",NA,27,0
2008,11,"AVL",0.507246376811594,395,69
2008,10,"BPT",NA,2,0
2008,10,"LBB",0.875,618,56
2008,3,"MGM",15.5285714285714,330,70
2008,6,"ACK",0,77,34
2008,10,"BQN",0,106,7
2008,12,"RNO",1.71958762886598,1695,485
2008,4,"ONT",0,3320,416
2008,12,"SLC",5.63851851851852,10847,3375
2008,3,"PSC",5.66666666666667,232,18
2008,7,"CHS",3.74193548387097,1242,279
2008,9,"OTH",3,60,20
2008,1,"ABI",40.1739130434783,240,46
2008,6,"CID",2.63793103448276,775,232
2008,11,"HLN",0,170,10
2008,5,"LAX",0.319847552037526,18972,3411
2008,1,"LAS",0.933899176954732,15292,3888
2008,5,"BTM",0,56,1
2008,8,"DBQ",0,119,11
2008,12,"GPT",3.72254335260116,682,173
2008,6,"ELP",0.944444444444444,1752,306
2008,2,"SGF",18.3536121673004,843,263
2008,6,"BNA",2.69293078055965,4876,1358
2008,1,"HRL",2.26388888888889,409,72
2008,5,"SJU",0.0229007633587786,1853,393
2008,1,"OKC",0.886409736308316,2272,493
2008,6,"OGG",0,1716,181
2008,2,"ATL",5.96140270978026,32378,8783
2008,12,"BUR",2.41626794258373,2428,627
2008,1,"AGS",10.025,202,40
2008,10,"GTR",0,85,11
2008,9,"MHT",5.55238095238095,1491,210
2008,1,"IDA",9.27184466019417,301,103
2008,9,"STX",0,26,5
2008,7,"OMA",3.05596107055961,2389,411
2008,6,"LGB",0,1440,284
2008,2,"ATW",16.1645569620253,405,158
2008,9,"STT",0,111,27
2008,10,"BWI",0.284269662921348,8496,890
2008,3,"BGM",10.3333333333333,62,12
2008,8,"LFT",4.27027027027027,413,74
2008,2,"SNA",0.111675126903553,4000,788
2008,5,"SWF",0,401,53
2008,12,"PIA",2.67213114754098,417,122
2008,2,"MFR",1.42857142857143,466,91
2008,12,"AVL",0.326086956521739,362,92
2008,2,"SYR",3.83844011142061,1011,359
2008,8,"JNU",4.09929078014184,518,141
2008,11,"ELM",0,108,10
2008,7,"MQT",0,84,10
2008,3,"BGR",3.33846153846154,213,65
2008,2,"ORD",5.72219799389446,27972,11465
2008,6,"MCN",0.894736842105263,69,19
2008,11,"IND",0.693181818181818,3126,440
2008,2,"CWA",0.448979591836735,120,49
2008,7,"HHH",35.4285714285714,92,28
2008,3,"ADK",0,9,1
2008,9,"SDF",5.03196347031963,1718,219
2008,11,"SLC",1.01548886737657,10097,1033
2008,4,"LEX",6.30201342281879,883,149
2008,4,"MEI",3.36363636363636,56,11
2008,6,"SAV",3.40181268882175,1352,331
2008,9,"GTF",0,179,5
2008,11,"RNO",0.665,1640,200
2008,6,"GEG",0.382075471698113,1433,212
2008,8,"AVP",0,196,27
2008,6,"MAF",2.82352941176471,592,136
2008,8,"BRW",0.68,62,25
2008,4,"LAW",7.90322580645161,256,31
2008,3,"DHN",11.8064516129032,118,31
2008,6,"HDN",3.30769230769231,138,13
2008,9,"RKS",0,119,18
2008,5,"RNO",0.445283018867925,2090,265
2008,7,"AVP",10.6470588235294,211,51
2008,5,"SLC",0.852915578764143,11582,1149
2008,2,"DTW",2.99078993978038,13397,5646
2008,6,"LIT",3.24483775811209,1274,339
2008,7,"BRW",2.65384615384615,62,26
2008,2,"EKO",0,141,30
2008,2,"GJT",4.95,357,60
2008,4,"ANC",5.85714285714286,1392,238
2008,6,"DLH",9.43333333333333,183,30
2008,5,"ELM",20.125,110,8
2008,8,"HHH",15.2941176470588,81,17
2008,9,"YAK",0,60,17
2008,6,"CLT",3.04712717882505,10642,3098
2008,11,"SWF",0,178,21
2008,2,"GSP",3.04743083003953,934,253
2008,1,"PHL",1.2686318131257,8191,1798
2008,7,"JNU",1.84126984126984,531,126
2008,10,"SLE",NA,17,0
2008,6,"DAL",2.0229793977813,4687,1262
2008,5,"IND",1.58600583090379,3768,686
2008,10,"BFL",0,262,24
2008,8,"MQT",6.14285714285714,83,14
2008,10,"GRK",0,51,19
2008,3,"OXR",0,114,16
2008,7,"LFT",9.76190476190476,413,84
2008,11,"SJU",0,1446,224
2008,4,"PWM",1.49612403100775,590,129
2008,8,"OMA",4.25773195876289,2296,291
2008,3,"IPL",11,110,16
2008,10,"DEN",2.21671331467413,19588,2501
2008,3,"SUN",9.67647058823529,296,34
2008,11,"BTM",0,58,5
2008,9,"BZN",0,302,18
2008,12,"VPS",5.4247311827957,515,186
2008,5,"HLN",0,118,7
2008,6,"PHF",1.008,601,125
2008,4,"EWN",16.5,83,24
2008,3,"AUS",3.44400785854617,4459,1018
2008,9,"PSP",0,818,110
2008,11,"LAX",0.980087421078193,15383,2059
2008,4,"FNT",4.82142857142857,802,140
2008,10,"TUL",2.84090909090909,1811,176
2008,6,"LYH",3,59,10
2008,3,"ILM",11.9152542372881,252,59
2008,3,"TOL",3.6,146,35
2008,7,"DBQ",0.0833333333333333,119,24
2008,12,"IAD",2.69836639439907,5846,1714
2008,2,"MOB",9.68224299065421,504,107
2008,8,"CHS",1.97826086956522,1212,230
2008,6,"TYS",4.62721893491124,1286,338
2008,3,"SMX",0,146,27
2008,6,"HOU",3.99626865671642,4670,1340
2008,9,"SHV",12.9655172413793,708,58
2008,10,"ISP",0.161764705882353,808,68
2008,10,"WRG",0,62,11
2008,4,"BIL",0.925925925925926,365,27
2008,1,"COS",2.83056478405316,1445,301
2008,3,"TPA",1.11271230056613,7656,1943
2008,7,"FLL",1.83738601823708,5508,1316
2008,5,"PIA",0,505,80
2008,12,"SWF",6.04411764705882,184,68
2008,8,"GST",0,31,7
2008,3,"LIH",0,874,70
2008,5,"AVL",0.96078431372549,364,51
2008,8,"COD",11.375,122,8
2008,1,"CDC",0,48,18
2008,10,"CDV",0,62,15
2008,1,"RST",0.278260869565217,356,115
2008,4,"MDW",2.97282608695652,7699,1472
2008,9,"HPN",3.53398058252427,752,103
2008,3,"FAT",0.51063829787234,1302,141
2008,7,"CSG",13.8888888888889,122,27
2008,1,"GSO",5.47841726618705,1085,278
2008,5,"SPS",13.6666666666667,206,21
2008,8,"DSM",4.22043010752688,1413,186
2008,9,"SJC",0.178272980501393,4544,359
2008,9,"SAN",1.93230769230769,7134,650
2008,1,"JAC",5.26530612244898,292,147
2008,12,"SJU",0,1750,471
2008,5,"BUR",0.811224489795918,2719,392
2008,1,"TUS",1.63541666666667,2545,480
2008,8,"CEC",0,93,40
2008,5,"GPT",4.864,739,125
2008,9,"ORF",4.57738095238095,1280,168
2008,11,"IAD",1.962308598351,5617,849
2008,1,"SMF",2.91479400749064,4774,1068
2008,6,"STL",1.68100595632032,5453,1511
2008,10,"ABQ",0.048951048951049,3266,286
2008,1,"CRP",7.98245614035088,361,57
2008,1,"KOA",0.2,1316,125
2008,2,"JAX",4.43585780525502,2737,647
2008,12,"LAX",1.51576752671358,16177,3837
2008,9,"SCC",28.1,60,10
2008,12,"BTM",0,60,15
2008,7,"RDD",0,149,48
2008,8,"EWR",2.26542605288932,12012,4084
2008,11,"VPS",1.47272727272727,540,110
2008,9,"PHL",2.35182998819362,8207,1694
2008,2,"VLD",6.82758620689655,82,29
2008,4,"ILM",11.9838709677419,281,62
2008,4,"TOL",0.708333333333333,142,24
2008,11,"ABY",0,84,15
2008,6,"DAY",2.6953125,1366,256
2008,11,"BUF",1.14920634920635,2012,315
2008,3,"EWN",8.1,93,20
2008,10,"LRD",0,195,18
2008,4,"AUS",2.31175693527081,4229,757
2008,7,"PSE",0,62,6
2008,3,"FNT",3.45622119815668,891,217
2008,4,"SUN",0,250,8
2008,1,"YAK",1.66666666666667,62,18
2008,8,"OTZ",0,92,17
2008,4,"IPL",0,108,6
2008,3,"PWM",3.42134831460674,575,178
2008,8,"FSD",9.07017543859649,514,57
2008,11,"SFO",0.729840546697039,10748,2195
2008,11,"BDL",0.534412955465587,2101,247
2008,4,"OXR",0,112,8
2008,6,"FWA",3.32231404958678,522,121
2008,10,"SEA",0.283985102420857,8949,1074
2008,6,"TVC",3.49659863945578,528,147
2008,7,"DAB",18.4827586206897,250,87
2008,2,"PSG",1.88235294117647,58,17
2008,11,"SBN",3.79207920792079,418,101
2008,2,"AEX",6.64444444444444,196,45
2008,6,"RDU",3.69810040705563,5254,1474
2008,11,"SIT",0,89,16
2008,6,"EGE",0,163,29
2008,1,"BZN",9.35294117647059,449,153
2008,2,"FCA",1.60869565217391,215,23
2008,5,"DFW",3.16478076379066,24566,7070
2008,3,"ANC",0.835497835497836,1427,231
2008,7,"TXK",0,124,23
2008,1,"PSP",2.26845637583893,1189,298
2008,10,"CVG",1.11206896551724,6708,696
2008,5,"GGG",5.7,93,10
2008,6,"MRY",0.238095238095238,690,126
2008,7,"SBA",1.26589595375723,1110,173
2008,12,"CMH",3.36195508586526,2624,757
2008,5,"DCA",2.68716216216216,7433,1480
2008,6,"TRI",0,155,19
2008,6,"RSW",2.67005076142132,1750,394
2008,6,"CRW",9.71014492753623,274,69
2008,6,"BOI",0.483870967741935,1543,248
2008,5,"BHM",2.7390180878553,2035,387
2008,2,"CAK",4.86013986013986,707,286
2008,6,"MFE",3.96774193548387,334,62
2008,1,"HPN",0.360294117647059,879,272
2008,9,"RST",0,231,43
2008,9,"CDC",0,56,2
2008,2,"CHA",12.1969696969697,346,66
2008,6,"PMD",0,55,12
2008,8,"FAY",0,175,50
2008,12,"BUF",8.79092159559835,2137,727
2008,9,"COS",3.34166666666667,1123,120
2008,10,"HNL",0.218623481781377,4408,494
2008,12,"ABY",1.35,79,20
2008,1,"BLI",46.3333333333333,30,3
2008,12,"SBN",10.6095890410959,438,146
2008,5,"MLI",1.62745098039216,686,102
2008,1,"SHV",10.1358024691358,688,162
2008,12,"BDL",6.24960254372019,2148,629
2008,7,"IYK",11.5,80,4
2008,6,"MLU",7.63829787234043,223,47
2008,12,"SFO",1.99317507418398,11204,3370
2008,10,"ERI",0,120,5
2008,5,"ALO",0,27,2
2008,4,"FAT",1.23863636363636,1288,88
2008,3,"MDW",1.1633875106929,7808,2338
2008,10,"SPI",0,50,10
2008,1,"SCC",2.33333333333333,62,15
2008,10,"MSO",0,271,17
2008,2,"JAN",3.86363636363636,1048,242
2008,4,"LIH",0,1040,128
2008,10,"CLD",5.09523809523809,187,21
2008,5,"MDT",1.24468085106383,693,94
2008,12,"SIT",6.44827586206897,89,29
2008,1,"ORF",2.59032258064516,1503,310
2008,8,"ALB",4.52479338842975,1195,242
2008,6,"LAN",1.45,318,80
2008,4,"TPA",1.65272296764009,7049,1267
2008,9,"SMF",0.249299719887955,4004,357
2008,3,"BIL",0,338,31
2008,9,"CRP",0,432,14
2008,9,"KOA",0,898,54
2008,9,"JAC",0,339,46
2008,10,"CPR",4.57692307692308,220,26
2008,10,"FAR",0,343,34
2008,9,"TUS",2.73049645390071,1837,141
2008,8,"XNA",5.86633663366337,1167,202
2008,4,"SMX",0,146,17
2008,7,"PBI",2.02822580645161,2025,496
2008,5,"MCI",1.09605026929982,5329,1114
2008,9,"GSO",2.25185185185185,1056,135
2008,11,"CMH",2.73214285714286,2499,336
2008,1,"SJC",3.52325581395349,4976,1032
2008,1,"SAN",1.91247974068071,8043,1851
2009,5,"MCO",3.74724172517553,10498,1994
2009,11,"FWA",0.268292682926829,429,41
2009,5,"MKE",0.522491349480969,3758,578
2009,11,"TVC",0.833333333333333,330,18
2009,6,"BDL",6.61123595505618,2072,445
2009,6,"JAN",2.2882096069869,1081,229
2009,5,"CSG",2.73076923076923,123,26
2009,6,"PLN",11.6,88,15
2009,6,"SBN",3.06862745098039,467,102
2009,1,"ROW",23.6,88,10
2009,7,"CWA",0,271,38
2009,3,"LBB",4.10989010989011,554,91
2009,8,"GSP",0.861111111111111,961,216
2009,11,"DSM",1.32,1176,100
2009,7,"SYR",2.78378378378378,832,185
2009,7,"MFR",0,399,47
2009,10,"SDF",0.752604166666667,1571,384
2009,3,"BQN",0,123,13
2009,4,"ITO",1,713,61
2009,7,"SNA",0.781034482758621,4134,580
2009,7,"BUR",0.522900763358779,2420,262
2009,10,"MGM",2.40178571428571,385,112
2009,10,"PSC",3.85714285714286,296,28
2009,10,"GTF",0,146,24
2009,12,"MLU",9.12,202,50
2009,1,"GFK",4.57894736842105,120,19
2009,6,"SFO",0.594690265486726,12027,2825
2009,7,"ORD",1.18482647296207,27568,4956
2009,3,"BOS",2.39298454221165,9566,1682
2009,12,"OMA",4.95639097744361,1964,665
2009,2,"LAN",0,157,19
2009,2,"MQT",7,28,5
2009,8,"VPS",4.01388888888889,627,144
2009,11,"EWR",1.05099931082012,9323,1451
2009,7,"GPT",5.8936170212766,572,141
2009,3,"CMI",0.88,204,25
2009,5,"LGA",6.9142224681793,8496,1807
2009,5,"CLL",3.90909090909091,93,11
2009,4,"MSY",2.25454545454545,3103,605
2009,12,"MFE",5.04838709677419,365,62
2009,3,"GNV",2.68604651162791,233,86
2009,5,"MOT",0,33,1
2009,8,"DTW",2.33975054229935,13266,3688
2009,6,"ABY",1.6,86,10
2009,5,"MSN",2.65806451612903,1136,155
2009,4,"MEM",3.22134387351779,6148,759
2009,10,"ACV",0,265,68
2009,8,"IAD",5.79049153908139,6054,1241
2009,11,"DAY",0.541353383458647,1001,133
2009,5,"LWS",0,52,4
2009,3,"CMX",0,62,7
2009,6,"BUF",2.95023696682464,2112,422
2009,5,"RDD",0,117,33
2009,8,"GJT",0.985074626865672,497,67
2009,10,"CAE",0.654377880184332,809,217
2009,11,"CEC",0,85,14
2009,5,"CIC",0,112,29
2009,8,"EKO",0,119,2
2009,6,"CHA",5.07142857142857,418,84
2009,10,"STT",0,127,17
2009,4,"LCH",0,60,6
2009,7,"SGF",3.875,693,152
2009,11,"CRW",1.1875,274,48
2009,1,"ADQ",0,57,7
2009,11,"RSW",0.421739130434783,2121,230
2009,3,"ABE",2.35416666666667,345,48
2009,9,"BWI",0.462465245597776,8129,1079
2009,2,"MFE",0.739130434782609,329,23
2009,6,"CAK",1.07142857142857,768,140
2009,5,"PNS",1.55555555555556,797,225
2009,11,"BOI",0,1057,47
2009,11,"MRY",1.75510204081633,483,49
2009,9,"GTR",1.57894736842105,50,19
2009,11,"CHS",0.603053435114504,893,131
2009,4,"FSM",6.83333333333333,247,30
2009,9,"JFK",2.56864654333009,9425,1027
2009,7,"LMT",2.74074074074074,124,27
2009,11,"TRI",4.34545454545455,214,55
2009,10,"STX",0,31,6
2009,5,"BTR",2.40291262135922,796,206
2009,1,"ROC",2.50200803212851,945,249
2009,4,"SGU",0,250,12
2009,10,"MHT",2.46017699115044,1164,226
2009,4,"SCE",32.5,59,2
2009,9,"BMI",1.61842105263158,404,76
2009,5,"BIS",4.72727272727273,190,11
2009,10,"RIC",0.46875,1420,320
2009,4,"PIT",2.49833333333333,3017,600
2009,5,"MTJ",9.16666666666667,129,12
2009,7,"ATW",0.581081081081081,485,74
2009,11,"COD",13.25,90,4
2009,4,"BTV",3.0125,446,80
2009,10,"FLG",0,141,10
2009,4,"PFN",1.51456310679612,318,103
2009,1,"HSV",3.8659217877095,804,179
2009,4,"PVD",2.76377952755906,1583,254
2009,5,"FLL",2.01692183722804,4984,1241
2009,7,"ATL",2.76780791462872,38259,11245
2009,7,"PIA",0.60377358490566,449,53
2009,1,"IAH",0.760691975012013,14275,2081
2009,5,"FLO",1.6,87,20
2009,7,"AVL",3.78518518518519,420,135
2009,4,"SAT",4.6775956284153,3194,549
2009,10,"TLH",1.06077348066298,610,181
2009,2,"OMA",3.45328719723183,1902,289
2009,12,"LAN",0.337837837837838,283,74
2009,12,"MQT",6.8,85,25
2009,6,"SIT",0,150,19
2009,11,"RDU",0.29776247848537,4077,581
2009,11,"EGE",6.375,110,8
2009,2,"MLU",0,159,23
2009,11,"MLU",0.142857142857143,193,28
2009,1,"FSM",2.7037037037037,252,27
2009,2,"RDU",1.16941529235382,4060,667
2009,2,"EGE",11.0588235294118,430,85
2009,1,"SGU",5.38888888888889,256,18
2009,4,"ROC",1.10502283105023,1016,219
2009,11,"OMA",0.371428571428571,1980,175
2009,9,"BQN",0,99,10
2009,10,"ADK",0,9,2
2009,5,"LFT",10.8125,408,80
2009,10,"OTH",0,98,34
2009,12,"DSM",4.94005449591281,1172,367
2009,9,"BOS",1.20406091370558,8920,985
2009,6,"AEX",1.67741935483871,254,31
2009,2,"COD",0,76,7
2009,8,"SJU",0.823529411764706,1809,340
2009,1,"LCH",0,68,3
2009,12,"TVC",2.82242990654206,328,107
2009,10,"DHN",1.62162162162162,119,37
2009,12,"FWA",3.568,437,125
2009,4,"ADQ",0,42,6
2009,6,"FCA",0.5,257,30
2009,9,"LBB",5.10843373493976,640,83
2009,1,"SAT",1.9400479616307,3334,417
2009,8,"MOB",2.21951219512195,654,123
2009,12,"DAY",1.43065693430657,1016,274
2009,2,"TRI",0.96969696969697,181,33
2009,12,"CEC",0,87,26
2009,4,"IAH",12.0945112049367,14745,3079
2009,7,"HLN",6,181,24
2009,7,"BJI",NA,24,0
2009,2,"CHS",4.35632183908046,921,174
2009,9,"CMX",NA,1,0
2009,10,"BGR",0,155,38
2009,10,"RDM",0,264,22
2009,2,"MRY",0.0851063829787234,482,94
2009,9,"CMI",21.2631578947368,182,19
2009,11,"MFE",0,338,26
2009,2,"BOI",0.525641025641026,1113,156
2009,8,"LAX",0.765991902834008,17269,2470
2009,1,"BTV",1.3728813559322,419,118
2009,1,"PVD",5.21479713603819,1632,419
2009,4,"HSV",3.06010928961749,843,183
2009,6,"SAF",0,20,4
2009,1,"PFN",5.47692307692308,298,65
2009,2,"RSW",0.643540669856459,2687,418
2009,9,"GNV",7.31428571428571,186,70
2009,1,"SCE",0,62,8
2009,12,"EWR",5.40287769784173,9587,3197
2009,2,"CRW",2.95348837209302,282,43
2009,1,"PIT",3.57023060796646,3067,954
2009,5,"DBQ",0,88,10
2009,8,"BTM",0,60,3
2009,8,"MHK",0,13,1
2009,12,"TRI",6.35294117647059,226,68
2009,3,"GTR",0.956521739130435,84,23
2009,4,"GFK",0,116,7
2009,2,"CEC",0,77,26
2009,7,"RNO",1.27536231884058,1717,276
2009,5,"AVP",17.76,205,25
2009,2,"DAY",2.40983606557377,1215,183
2009,10,"AMA",0.991869918699187,507,123
2009,6,"CMH",5.7521186440678,2559,472
2009,7,"SLC",0.671092335546168,12643,1657
2009,12,"MRY",3.8974358974359,506,78
2009,3,"JFK",5.67836257309941,9597,1881
2009,12,"CHS",3.79611650485437,856,206
2009,5,"BRW",3.21428571428571,62,14
2009,6,"VLD",1.18181818181818,112,22
2009,1,"ITO",1.97727272727273,698,88
2009,8,"JAX",3.51650485436893,2540,515
2009,4,"ROW",8.25,86,20
2009,12,"BOI",0.213675213675214,1076,234
2009,12,"CRW",9.84,249,75
2009,9,"ABE",7.30612244897959,312,49
2009,12,"RSW",0.387096774193548,2623,527
2009,10,"GRR",4.34523809523809,1102,252
2009,10,"BGM",0,57,8
2009,2,"EWR",2.49367088607595,9480,2607
2009,3,"BWI",1.8375,8626,1440
2009,11,"MQT",0,99,2
2009,11,"LAN",7.375,290,24
2009,7,"ELM",3.33333333333333,115,21
2009,7,"SJT",6.53846153846154,61,13
2009,12,"RDU",3.69391634980989,4228,1052
2009,12,"EGE",14.2753623188406,322,69
2009,7,"KTN",2.32608695652174,248,46
2009,1,"MEM",2.2014652014652,6244,819
2009,2,"DSM",5.55483870967742,1207,155
2009,3,"BMI",2.11702127659574,403,94
2009,5,"JNU",0,368,61
2009,12,"COD",14.4230769230769,93,26
2009,1,"MSY",2.13211382113821,3134,492
2009,6,"PSG",0,60,24
2009,8,"SWF",0.465116279069767,181,43
2009,7,"IND",2.0959595959596,3425,594
2009,2,"TVC",4.76190476190476,241,42
2009,2,"FWA",1.51724137931034,438,58
2009,3,"SAT",2.11443661971831,3325,568
2009,11,"DAL",1.64809384164223,3839,341
2009,2,"FSD",10.304347826087,431,46
2009,10,"PDX",1.68694362017804,4306,674
2009,11,"ALB",0,934,77
2009,7,"MDT",1.18333333333333,735,120
2009,3,"BTV",2.67605633802817,466,71
2009,3,"PFN",7.32835820895522,340,134
2009,3,"PVD",5.57312252964427,1634,253
2009,11,"DLH",0,139,5
2009,3,"SCE",NA,62,0
2009,7,"MOD",0,147,52
2009,11,"CLT",0.754768392370572,9553,1468
2009,3,"PIT",1.35766423357664,3093,548
2009,6,"SWF",29.7837837837838,176,37
2009,8,"PSG",0,62,27
2009,3,"FSM",10.7575757575758,188,33
2009,5,"HDN",11.5,62,4
2009,8,"CMH",2.37621359223301,2582,412
2009,12,"TYS",1.24764890282132,1185,319
2009,3,"SGU",1.14285714285714,261,7
2009,8,"VLD",1.54838709677419,91,31
2009,5,"MAF",9.60714285714286,627,84
2009,7,"OAJ",10.7450980392157,176,51
2009,9,"GFK",0,81,5
2009,10,"SBP",0.289855072463768,358,69
2009,2,"STL",2.83629191321499,4197,507
2009,5,"GEG",0.171428571428571,1023,70
2009,4,"ABE",1.75,329,44
2009,5,"PBI",1.32251082251082,2006,462
2009,5,"SAV",2.5253164556962,1096,316
2009,7,"MCI",1.47674418604651,4492,860
2009,11,"XNA",0.716535433070866,1074,127
2009,2,"OTZ",5.4,84,15
2009,6,"JAX",2.88745387453875,2433,542
2009,3,"LCH",35,62,6
2009,9,"ROW",0,103,14
2009,10,"PIR",NA,2,0
2009,11,"LIT",0.95067264573991,1588,223
2009,12,"HOU",3.92619047619048,4473,1260
2009,2,"TYS",6.80769230769231,1015,156
2009,4,"CMX",0,60,3
2009,9,"IAH",1.34067143643368,14535,1817
2009,11,"LYH",0,75,9
2009,10,"ABI",9.225,212,40
2009,5,"BNA",2.41399082568807,4693,872
2009,12,"STL",2.01735159817352,4346,1095
2009,5,"ELP",0.832258064516129,1636,155
2009,6,"MOB",1.68867924528302,584,106
2009,3,"MEM",4.1134903640257,6441,934
2009,10,"LAS",1.54287163876205,13035,1971
2009,11,"FAY",2.92,275,75
2009,3,"MSY",2.04280821917808,3217,584
2009,1,"BMI",6.65934065934066,367,91
2009,4,"GNV",4.65,224,60
2009,6,"BTM",0,60,3
2009,6,"LAX",0.63879472693032,16541,2655
2009,10,"HRL",3.02985074626866,441,67
2009,4,"CMI",4.625,198,24
2009,8,"SAF",0,31,3
2009,11,"PHF",1.51485148514851,493,101
2009,12,"OTZ",1.88,90,25
2009,2,"HOU",0.2725,4137,400
2009,5,"CID",0.632,802,125
2009,9,"HSV",2.76433121019108,957,157
2009,1,"GTR",0.0454545454545455,86,22
2009,10,"AGS",1.08333333333333,282,96
2009,4,"BOS",2.44609241300628,9612,1753
2009,7,"MLI",3.34234234234234,637,111
2009,7,"RAP",3.22058823529412,378,68
2009,8,"AEX",3.02564102564103,263,39
2009,10,"OKC",4.75184275184275,1849,407
2009,10,"ONT",1.46964856230032,2133,313
2009,1,"JFK",6.92754809660254,9158,2443
2009,10,"IDA",0,212,30
2009,3,"ITO",2.56338028169014,728,71
2009,4,"BQN",0,120,21
2009,5,"IYK",NA,73,0
2009,12,"FSD",2.17213114754098,344,122
2009,5,"LGB",0,1261,117
2009,9,"ROC",4.27884615384615,1111,104
2009,4,"LBB",14.6142857142857,679,140
2009,8,"FCA",0,198,32
2009,9,"ADQ",1.06666666666667,56,15
2009,7,"ALO",0,31,2
2009,1,"BWI",2.68362573099415,8037,1710
2009,5,"OGG",0.5,1736,130
2009,6,"SJU",0.670403587443946,1811,446
2009,1,"CMI",14.5434782608696,177,46
2009,7,"LSE",0,236,15
2009,9,"BTV",1.63934426229508,497,61
2009,12,"CLT",1.54669117647059,9877,2720
2009,9,"PVD",0.296296296296296,1445,162
2009,9,"PFN",1.10679611650485,311,103
2009,10,"LNK",0.867647058823529,237,68
2009,4,"BMI",0.346666666666667,399,75
2009,9,"SCE",0,55,2
2009,1,"GNV",0.313725490196078,171,51
2009,9,"PIT",1.3312101910828,2701,314
2009,12,"DLH",6.3,185,50
2009,5,"PIH",NA,119,0
2009,7,"AZO",0.236842105263158,351,38
2009,9,"SAT",1.98013245033113,3036,302
2009,7,"TYR",5.88,124,25
2009,12,"ALB",2.71428571428571,970,231
2009,5,"CHO",0,146,45
2009,8,"SIT",1.81481481481481,146,27
2009,7,"DFW",4.71377434135166,23241,6984
2009,1,"CMX",0,31,5
2009,12,"DAL",1.10148232611174,3913,877
2009,5,"TXK",0.923076923076923,123,26
2009,7,"TWF",0,124,1
2009,5,"EYW",2.73529411764706,101,34
2009,12,"LIT",1.6161369193154,1604,409
2009,11,"HOU",1.82843137254902,4341,408
2009,2,"PHF",0.485714285714286,444,70
2009,7,"GGG",7.42857142857143,62,7
2009,5,"SBA",0,923,132
2009,4,"BWI",2.02826379542396,8503,1486
2009,8,"CAK",1.58860759493671,778,158
2009,3,"ROW",0,89,12
2009,7,"DCA",2.26478494623656,6939,1488
2009,8,"CHA",3.97872340425532,380,94
2009,9,"LCH",0,128,18
2009,5,"ACK",0,10,3
