"region","year","month","strat.prop","strat.size","strat.ttl"
"West",2007,6,0.00399445755482907,92378,369
"West",2007,7,0.00405717301979942,96619,392
"West",2007,8,0.00424469156611647,97298,413
"West",2007,9,0.00201989321861796,91589,185
"West",2007,10,0.00345575068329616,95493,330
"West",2007,11,0.00533592309287125,91643,489
"West",2007,12,0.00488165205382664,93411,456
"West",2008,1,0.00932267043697256,90532,844
"West",2008,2,0.0064072845714014,84123,539
"West",2008,3,0.00292832264791357,90154,264
"West",2008,4,0.0011658875032862,87487,102
"West",2008,5,0.00260123028144642,89573,233
"West",2008,6,0.00349266763685212,89330,312
"West",2008,7,0.00308497302011228,91735,283
"West",2008,8,0.00398308308532301,89378,356
"West",2008,9,0.0020001019160212,78496,157
"West",2008,10,0.0022955027891593,81028,186
"West",2008,11,0.00355566289632224,74529,265
"West",2008,12,0.0114973887286616,76974,885
"West",2009,1,0.0058179419525066,75800,441
"West",2009,2,0.00420854725576687,69145,291
"West",2009,3,0.00453491500236994,78061,354
"West",2009,4,0.00332362833858467,75219,250
"West",2009,5,0.0019174213274256,77187,148
"West",2009,6,0.00281349965955369,77839,219
"West",2009,7,0.00269721864792636,80824,218
"West",2009,8,0.00307002155280437,79804,245
"West",2009,9,0.001594200923819,73391,117
"West",2009,10,0.00446493059659352,76149,340
"West",2009,11,0.00189088482286858,71924,136
"West",2009,12,0.00589173265587417,74002,436
"West",2010,1,0.00692297167875222,73090,506
"West",2010,2,0.00410456145607071,66755,274
"West",2010,3,0.00346300817323002,75368,261
"West",2010,4,0.00243875854927927,73398,179
"West",2010,5,0.00233232309922256,75890,177
"West",2010,6,0.0017146550245987,75817,130
"West",2010,7,0.00223460817301518,77866,174
"West",2010,8,0.00150610164255188,77684,117
"West",2010,9,0.00258827111793935,72249,187
"West",2010,10,0.00513143438998901,74638,383
"West",2010,11,0.00387937137193827,70630,274
"West",2010,12,0.00982730263157895,72960,717
"West",2011,1,0.00392325394404858,72134,283
"West",2011,2,0.00353228324970059,65963,233
"West",2011,3,0.00361560670675178,75506,273
"West",2011,4,0.00162831089882762,73696,120
"West",2011,5,0.00290135396518375,76516,222
"West",2011,6,0.00123106428747295,77169,95
"West",2011,7,0.00286913487439704,79815,229
"West",2011,8,0.00240798502807236,80150,193
"West",2011,9,0.00290031026574936,74130,215
"West",2011,10,0.00323913186020589,76255,247
"West",2011,11,0.00472724230254351,71712,339
"West",2011,12,0.0048653908530652,73992,360
"West",2012,1,0.00627325604825168,74443,467
"West",2012,2,0.00255261217312383,70516,180
"West",2012,3,0.00663025530293408,78730,522
"West",2012,4,0.00475923487150066,76693,365
"West",2012,5,0.00429249762583096,78975,339
"West",2012,6,0.00335894318623335,79787,268
"West",2012,7,0.00341645915286249,83127,284
"West",2012,8,0.00477457447971717,82311,393
"West",2012,9,0.00402062406497115,74864,301
"West",2012,10,0.00420308055050104,78038,328
"West",2012,11,0.00419141238309782,73245,307
"West",2012,12,0.00506461053278634,74833,379
"West",2013,1,0.00308476946489532,72939,225
"West",2013,2,0.00320339288937015,66492,213
"West",2013,3,0.0043253947574131,76756,332
"West",2013,4,0.00364852135380043,75373,275
"West",2013,5,0.00511934472387534,78135,400
"West",2013,6,0.0046169219676942,79057,365
"West",2013,7,0.00465938891260596,81985,382
"West",2013,8,0.00500018473588926,81197,406
"West",2013,9,0.00431936470461984,74548,322
"West",2013,10,0.0028347767288237,76902,218
"West",2013,11,0.0040231399913988,72083,290
"West",2013,12,0.00569381699591007,74818,426
